date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2016-05-12,306.666.666.666.667,246.458.333.333.333,716.666.666.666.667,NA,276.645.833.333.333,16.4,21.8,10.9,0,55,32350,170.015.455.950.541,NA,0.24,03.04,13.5,17.79,62.62,2.75
2016-05-13,262.083.333.333.333,244.375,730.416.666.666.667,NA,246.083.333.333.333,1.641.875,21.6,10.7,0,49,23744,206.367.924.528.302,NA,0.24,2.25,11.96,15.08,66.46,2.25
2016-05-14,234.583.333.333.333,230.854.166.666.667,739.166.666.666.667,NA,310.666.666.666.667,169.166.666.666.667,22.6,10.5,1.7,16,6798,235.363.342.159.459,NA,0.25,1.96,9.62,12.5,78.83,1.5
2016-05-15,244.583.333.333.333,214,715.833.333.333.333,NA,3.369.375,185.354.166.666.667,23.8,14.1,0,8,6006,133.200.133.200.133,NA,0.23,1.12,6.33,8.12,91.79,1.33
2016-05-16,253.333.333.333.333,232.166.666.666.667,66.625,NA,333.729.166.666.667,1.771.875,22.9,11.2,0,8,4871,164.237.322.931.636,NA,0.25,2.62,9.12,12.96,82.3,1.54
2016-05-17,276.041.666.666.667,244.083.333.333.333,742.291.666.666.667,NA,261.520.833.333.333,163.583.333.333.333,21.4,11.3,0,76,33354,227.858.727.588.895,NA,0.27,02.04,6.92,10.17,76.5,1.38
2016-05-18,375.416.666.666.667,231.270.833.333.333,80.25,NA,306.75,1.736.875,21.7,12.2,0,48,24641,19.479.728.907.106,NA,0.26,2.83,9.92,13.96,73.17,1.75
2016-05-19,274.166.666.666.667,215.020.833.333.333,728.541.666.666.667,NA,3.254.375,182.833.333.333.333,23.6,14.6,0,67,35564,188.392.756.720.279,NA,0.22,1.88,6.5,8.96,78.54,1.12
2016-05-20,281.875,243.979.166.666.667,750.625,NA,330.375,181.895.833.333.333,22.9,12.6,0,60,28013,214.186.270.660.051,NA,0.22,1.62,6.88,9.33,70.29,1.17
2016-05-21,396.041.666.666.667,2.491.875,776.041.666.666.667,NA,341.708.333.333.333,177.854.166.666.667,22.7,12,0,15,8380,178.997.613.365.155,NA,0.2,1.21,4.38,6.21,69.71,1.62
2016-05-22,306.041.666.666.667,232.583.333.333.333,828.333.333.333.333,NA,230.333.333.333.333,171.333.333.333.333,22.5,12.5,3,12,7004,171.330.668.189.606,NA,0.2,1.83,05.09,7.7,66.52,1
2016-05-23,364.166.666.666.667,263.958.333.333.333,616.458.333.333.333,NA,3.475.625,158.416.666.666.667,21.5,10.6,0,94,41830,224.719.101.123.596,NA,0.22,02.08,8.29,11.38,63.67,1.96
2016-05-24,305.833.333.333.333,257.729.166.666.667,726.875,NA,308,170.375,22,12.3,0,70,32991,212.179.079.142.797,NA,0.25,2.83,9.46,13.67,65.33,3.38
2016-05-25,225.833.333.333.333,2.015.625,74.625,NA,254.145.833.333.333,188.354.166.666.667,23.6,12.7,0,63,31614,19.927.880.053.141,NA,0.27,3.96,12.88,18.58,68.33,3.79
2016-05-26,302.708.333.333.333,105.645.833.333.333,784.791.666.666.667,NA,308.770.833.333.333,187.541.666.666.667,23,14,0,60,28494,210.570.646.451.885,NA,0.28,2.42,10.71,14.08,70.08,3.54
2016-05-27,224.791.666.666.667,231.208.333.333.333,754.375,NA,3.324.375,189.625,24.9,13.6,0,38,19169,198.236.736.397.308,NA,0.28,1.96,8.58,11.46,64.08,3.54
2016-05-28,180.416.666.666.667,2.166.875,825.416.666.666.667,NA,192.520.833.333.333,1.861.875,23.6,13,1,23,14215,161.800.914.526.908,NA,0.2,1.38,4.96,6.67,74.54,03.08
2016-05-29,412.708.333.333.333,227.020.833.333.333,593.333.333.333.333,NA,345.458.333.333.333,202.041.666.666.667,27.5,12.5,0.1,8,5178,154.499.806.875.241,NA,0.22,2.54,9.83,13.46,75.96,04.08
2016-05-30,2.7125,202.666.666.666.667,669.166.666.666.667,NA,338.520.833.333.333,191.895.833.333.333,24.6,13.9,0,76,32155,236.355.154.719.328,NA,0.23,1.96,8.62,11.46,79.79,3.35
2016-05-31,2.6875,219.791.666.666.667,648.333.333.333.333,NA,309.854.166.666.667,188.666.666.666.667,24.4,13.4,0,71,34836,203.812.148.352.279,NA,0.24,1.88,10.04,12.88,90.83,4.62
2016-06-01,260.625,220.229.166.666.667,652.916.666.666.667,NA,351.854.166.666.667,186.229.166.666.667,23.9,12.7,0,45,24832,181.217.783.505.155,NA,0.25,2.83,10.35,14.65,85.87,4.65
2016-06-02,242.083.333.333.333,232.645.833.333.333,699.583.333.333.333,NA,344.416.666.666.667,1.893.125,24.3,13.5,0,45,22169,202.986.151.833.642,NA,0.22,2.86,8.95,13.1,79.79,5.25
2016-06-03,3.2,2.469.375,713.541.666.666.667,NA,324.979.166.666.667,191.229.166.666.667,25.1,12.4,0,51,24590,207.401.382.675.884,NA,0.24,3.38,13.17,17.96,77.88,6.38
2016-06-04,2.225,226.833.333.333.333,635.833.333.333.333,NA,2.431.875,201.645.833.333.333,25.5,13.6,0,16,9038,177.030.316.441.691,NA,0.25,1.75,7.67,10.21,87.67,4.38
2016-06-05,337.916.666.666.667,253.708.333.333.333,684.375,NA,346.791.666.666.667,215.416.666.666.667,26.9,15.6,0,9,6055,148.637.489.677.952,NA,0.28,2.58,8.71,12.29,79.33,3.83
2016-06-06,306.041.666.666.667,2.363.125,699.166.666.666.667,NA,295.020.833.333.333,21.475,27,15.5,0,87,39476,22.038.707.062.519,NA,0.27,5,16.38,23.46,59.67,3.8
2016-06-07,2.525,228.479.166.666.667,665.208.333.333.333,NA,342.020.833.333.333,223.583.333.333.333,28.9,16,0,44,26082,168.698.719.423.357,NA,0.25,3,10.67,15.4,85,6.33
2016-06-08,289.375,2.349.375,706.666.666.666.667,NA,334.833.333.333.333,226.520.833.333.333,28.2,16.9,0,55,27360,201.023.391.812.865,NA,0.23,3.95,9.68,15.36,51.2,3.7
2016-06-09,236.666.666.666.667,2.464.375,605.625,NA,327.125,235.520.833.333.333,30.3,16.4,0,44,25577,172.029.557.805.841,NA,0.24,3.96,9.21,14.83,94.3,02.04
2016-06-10,289.791.666.666.667,164.645.833.333.333,563.333.333.333.333,NA,306.020.833.333.333,2.343.125,27.3,19.6,0,41,19439,210.916.199.392.973,NA,0.23,1.75,4.62,6.92,75.96,1.33
2016-06-11,225.208.333.333.333,191.979.166.666.667,689.375,NA,282.020.833.333.333,219.458.333.333.333,27,16.1,0,5,2469,202.511.138.112.596,NA,0.21,1.21,2.12,3.58,65.21,1
2016-06-12,235.416.666.666.667,225.75,72.125,NA,2.115.625,216.895.833.333.333,26.7,15.7,0,11,7709,142.690.361.914.645,NA,0.26,3.56,9.75,15.06,56.59,1.48
2016-06-13,265.833.333.333.333,109.125,775.625,NA,253.333.333.333.333,2.291.875,27.3,19.4,0,61,30291,201.379.947.839.292,NA,0.24,3.11,5.94,10.33,68.1,01.05
2016-06-14,3.6625,207.270.833.333.333,549.166.666.666.667,NA,359.833.333.333.333,2.424.375,30.4,18.8,0,62,35026,177.011.362.987.495,NA,0.27,4.5,11.54,18.25,54.29,02.04
2016-06-15,292.083.333.333.333,1.816.875,740.625,NA,323.895.833.333.333,216.145.833.333.333,25.1,18.3,0,38,21771,174.544.118.322.539,NA,0.2,2.12,04.04,7.21,73.38,01.04
2016-06-16,448.958.333.333.333,2.746.875,528.333.333.333.333,NA,272.416.666.666.667,210.104.166.666.667,25.3,17.4,0,36,24084,149.476.831.091.181,NA,0.2,3.46,8.29,13.38,71.12,1.23
2016-06-17,326.041.666.666.667,1.938.125,615.625,NA,242.479.166.666.667,202.041.666.666.667,24.7,15.4,0.2,31,15257,203.185.423.084.486,NA,0.2,2.29,7.29,10.54,68.04,1.12
2016-06-18,2.5625,2.045.625,750.833.333.333.333,NA,252.854.166.666.667,1.769.375,24.1,12.8,17.9,19,14304,132.829.977.628.635,NA,0.2,02.08,5.38,8.42,66.33,1
2016-06-19,332.083.333.333.333,261.416.666.666.667,63.125,NA,364.208.333.333.333,1.928.125,25.1,11.6,0,11,6060,181.518.151.815.182,NA,0.22,5.92,10.67,19.17,64.21,1.77
2016-06-20,283.541.666.666.667,252.479.166.666.667,654.583.333.333.333,NA,350.125,206.166.666.666.667,25.5,15.1,0,58,27464,211.185.551.995.339,NA,0.25,5.46,11.04,19,70.17,2.25
2016-06-21,3.825,246.625,654.375,NA,345.958.333.333.333,2.148.125,26.6,15.2,0,48,24581,195.272.771.652.903,NA,0.24,4.29,11.21,17.54,71.5,03.08
2016-06-22,368.125,237.104.166.666.667,590.416.666.666.667,NA,356.645.833.333.333,2.278.125,29.2,16,0,55,25151,218.679.177.766.292,NA,0.25,5.88,13.92,22.88,78.33,3.21
2016-06-23,380.208.333.333.333,248.125,56,NA,361.791.666.666.667,23.1,29.2,15.3,0,52,25125,206.965.174.129.353,NA,0.27,2.12,8.62,11.5,83.25,4.96
2016-06-24,316.458.333.333.333,233.479.166.666.667,629.166.666.666.667,NA,3.528.125,22.95,28.7,14,0,14,5866,238.663.484.486.874,NA,0.28,2.46,8.62,12.08,84.04,5.21
2016-06-25,2.3125,190.041.666.666.667,700.625,NA,340.583.333.333.333,239.479.166.666.667,30.4,18.1,0,15,10057,149.149.845.878.493,NA,0.25,1.92,5.42,8.29,73.42,4.58
2016-06-26,299.791.666.666.667,231.270.833.333.333,719.375,NA,315.916.666.666.667,232.645.833.333.333,27.7,18.1,0.1,3,2642,113.550.340.651.022,NA,0.27,3.17,6.67,11.25,67.25,4
2016-06-27,315.416.666.666.667,250.041.666.666.667,738.333.333.333.333,NA,333.333.333.333.333,226.729.166.666.667,27.1,17.6,0,52,28312,183.667.702.740.887,NA,0.27,3.46,8.67,13.67,66.08,4.92
2016-06-28,320.833.333.333.333,236.104.166.666.667,737.291.666.666.667,NA,328.041.666.666.667,2.300.625,27.8,16.4,0,28,14401,194.430.942.295.674,NA,0.25,02.05,8.43,11.29,77.95,3.41
2016-06-29,275.833.333.333.333,241.104.166.666.667,68.125,NA,2.355.625,242.416.666.666.667,30,19.2,0,38,20922,181.626.995.507.122,NA,0.26,4,11.79,17.54,69.12,2.67
2016-06-30,223.333.333.333.333,170.75,739.583.333.333.333,NA,325.520.833.333.333,241.833.333.333.333,28.7,18.9,0,33,17521,188.345.414.074.539,NA,0.25,3,9.12,13.58,65.96,2.79
2016-07-01,232.291.666.666.667,225.875,72.5,NA,332.020.833.333.333,2.468.125,30,19.4,0,33,16956,194.621.372.965.322,NA,0.2,1.83,6.67,9.33,68.46,2.5
2016-07-02,279.583.333.333.333,207.125,715.208.333.333.333,NA,312.604.166.666.667,237.375,28.9,18.3,0,12,9950,120.603.015.075.377,NA,0.2,1.21,3.33,5.12,63.5,2.54
2016-07-03,259.583.333.333.333,238.708.333.333.333,75.125,NA,2.150.625,232.229.166.666.667,27.5,18.1,0,9,5777,155.790.202.527.263,NA,0.24,5.25,11.04,19,57.75,4
2016-07-04,235.625,212.645.833.333.333,721.458.333.333.333,NA,322.083.333.333.333,238.708.333.333.333,28.6,17.6,0,31,17811,174.049.744.539.891,NA,0.22,4.29,11.17,17.79,77.88,4.83
2016-07-05,2.375,209.979.166.666.667,652.083.333.333.333,NA,3.128.125,256.541.666.666.667,30.4,20,0,25,13715,1.822.821.728.035,NA,0.23,5.17,12.54,20.17,82.96,5.54
2016-07-06,349.375,240.020.833.333.333,635.416.666.666.667,NA,327.416.666.666.667,262.270.833.333.333,32,21.1,0,49,25545,191.818.359.757.291,NA,0.2,2,6.33,9.25,78.17,4
2016-07-07,332.083.333.333.333,232.020.833.333.333,733.958.333.333.333,NA,295.375,258.479.166.666.667,31,19.6,0,41,20628,198.758.968.392.476,NA,0.25,3.75,14.5,19.92,72.45,05.04
2016-07-08,233.333.333.333.333,1.861.875,656.875,NA,305.708.333.333.333,270.395.833.333.333,33.1,21.5,0,41,22782,179.966.640.330.085,NA,0.25,2.12,10.92,13.83,93.96,05.04
2016-07-09,292.083.333.333.333,249.145.833.333.333,60.125,NA,332.666.666.666.667,277.291.666.666.667,33.4,22.9,0,14,7496,186.766.275.346.852,NA,0.23,1.42,6.54,8.46,100.54,7.12
2016-07-10,380.416.666.666.667,2.431.875,612.291.666.666.667,NA,337.208.333.333.333,270.791.666.666.667,32.1,20.8,0,2,1888,105.932.203.389.831,NA,0.27,2.42,9.54,13.21,90.33,6.12
2016-07-11,262.291.666.666.667,219.770.833.333.333,648.333.333.333.333,NA,308.75,2.644.375,31.6,21.8,0,45,21633,208.015.531.826.376,NA,0.22,3.88,9.71,15.25,67.5,5.36
2016-07-12,339.166.666.666.667,116.895.833.333.333,688.333.333.333.333,NA,318.416.666.666.667,25.7,29.2,22,0,41,21118,194.147.173.027.749,NA,0.2,1.5,5.38,7.46,69.46,2.33
2016-07-13,386.458.333.333.333,185.104.166.666.667,63.75,NA,315,233.729.166.666.667,29.3,18.3,6.2,46,22715,202.509.355.051.728,NA,0.2,2.75,6.62,10.67,66.79,2.42
2016-07-14,352.291.666.666.667,210.770.833.333.333,55.125,NA,340.729.166.666.667,221.875,26.8,16.6,0,39,18598,209.699.967.738.466,NA,0.2,2.19,6.24,9.33,62.09,2.58
2016-07-15,349.583.333.333.333,260.145.833.333.333,646.458.333.333.333,NA,3.478.125,219.270.833.333.333,27.1,16.3,0,16,6221,257.193.377.270.535,NA,0.2,1.96,4.75,7.58,69.5,2.75
2016-07-16,313.541.666.666.667,2.526.875,672.708.333.333.333,NA,335.145.833.333.333,2.290.625,28.6,16.6,0,5,3833,130.446.125.750.065,NA,0.2,1.75,5.83,8.33,82.33,4.29
2016-07-17,280.208.333.333.333,247.854.166.666.667,656.875,NA,345.479.166.666.667,238.791.666.666.667,30.1,17.5,0,6,2850,210.526.315.789.474,NA,0.21,3.33,7.92,12.75,71.17,4.12
2016-07-18,239.375,238.854.166.666.667,657.916.666.666.667,NA,3.499.375,23.3,28.6,17.1,0,48,18350,26.158.038.147.139,NA,0.22,3.88,7.83,13.58,75.5,4.75
2016-07-19,375.833.333.333.333,252.083.333.333.333,677.083.333.333.333,NA,352.916.666.666.667,239.229.166.666.667,30.5,17.2,0,31,15131,204.877.404.005.023,NA,0.24,1.86,7.55,10.55,71.95,3.18
2016-07-20,382.553.191.489.362,249.489.361.702.128,729.166.666.666.667,NA,255.958.333.333.333,2.478.125,29.8,18.9,0,36,23043,156.229.657.596.667,NA,0.31,5.79,18.62,27.08,50.54,2.38
2016-07-21,218.125,143.041.666.666.667,776.458.333.333.333,NA,273.75,250.125,29.3,20.9,0.3,20,9639,207.490.403.568.835,NA,0.27,05.08,23.25,30.42,55.83,3.92
2016-07-22,280.625,180.645.833.333.333,770.625,NA,187.5,236.291.666.666.667,29.1,19.3,9.8,23,14499,15.863.162.976.757,NA,0.21,2.21,8.5,11.58,73.17,4.42
2016-07-23,269.791.666.666.667,2.580.625,653.958.333.333.333,NA,310.229.166.666.667,2.415.625,29.9,19.5,0,11,6194,177.591.217.307.071,NA,0.21,1.96,7.88,10.62,64.67,5.62
2016-07-24,3.025,251.791.666.666.667,669.375,NA,334.520.833.333.333,247.354.166.666.667,30.5,19.3,0,3,1282,234.009.360.374.415,NA,0.24,4.17,10.92,17.21,68.79,7.12
2016-07-25,396.875,2.480.625,669.166.666.666.667,NA,331.958.333.333.333,257.458.333.333.333,30.9,20.1,0,33,18497,178.407.309.293.399,NA,0.25,3.32,9.84,14.84,66.73,8.11
2016-07-26,373.958.333.333.333,248.479.166.666.667,695.833.333.333.333,NA,332.395.833.333.333,255.270.833.333.333,31.1,20.2,0,31,16732,185.273.726.990.198,NA,0.24,NA,NA,NA,NA,NA
2016-07-27,274.166.666.666.667,238.854.166.666.667,734.166.666.666.667,NA,2.801.875,254.979.166.666.667,31.2,20.8,0,19,9487,200.274.059.238.959,NA,NA,NA,NA,NA,NA,NA
2016-07-28,3.25,247.958.333.333.333,736.458.333.333.333,NA,323.666.666.666.667,256.354.166.666.667,30.8,20.5,0,25,12535,199.441.563.621.859,NA,0.2,1,8.25,9.92,89.12,NA
2016-07-29,336.875,248.770.833.333.333,740.833.333.333.333,NA,303.270.833.333.333,256.833.333.333.333,30.9,20.8,0,28,15385,181.995.450.113.747,NA,0.2,1.54,6.71,8.83,82.17,NA
2016-07-30,320.416.666.666.667,246.125,744.375,NA,312.5,2.593.125,31.6,20.6,0,14,8145,171.884.591.774.095,NA,0.2,1.25,08.04,9.92,78,NA
2016-07-31,293.125,174.125,75.375,NA,269.604.166.666.667,262.291.666.666.667,31.7,22.1,0,5,4771,104.799.832.320.268,NA,0.2,1.95,6.95,10.27,63.92,1.25
2016-08-01,373.958.333.333.333,207.604.166.666.667,653.125,NA,272.145.833.333.333,2.618.125,30.6,23.9,0,38,21887,173.619.043.267.693,NA,0.2,2.29,6.79,10.08,75,01.04
2016-08-02,3.475,2.148.125,729.166.666.666.667,NA,310.729.166.666.667,2.621.875,31.5,21,0,22,10633,206.903.037.712.781,NA,0.24,2.27,7.27,10.5,74,1
2016-08-03,349.166.666.666.667,248.958.333.333.333,745.625,NA,314.604.166.666.667,2.583.125,31.2,21,0,21,11218,187.199.144.232.484,0.65,0.21,3.25,12.21,17.21,71.54,01.08
2016-08-04,3.7625,222.833.333.333.333,587.916.666.666.667,NA,2.903.125,2.726.875,33.6,21.5,0,26,14095,184.462.575.381.341,0.6,0.2,2.79,8.83,13.17,65.33,01.08
2016-08-05,3.025,170.895.833.333.333,698.541.666.666.667,NA,2.055.625,249.875,28.6,20.5,0,20,12184,164.149.704.530.532,0.6,0.2,2.79,7.67,11.96,65.08,1.12
2016-08-06,283.125,236.479.166.666.667,647.083.333.333.333,NA,2.989.375,247.375,30,19.3,0,13,10185,127.638.684.339.715,0.6,0.2,2.88,8.25,12.67,73.33,1.21
2016-08-07,250.208.333.333.333,2.290.625,608.958.333.333.333,NA,314.979.166.666.667,243.708.333.333.333,30.4,19,0,4,1820,21.978.021.978.022,0.6,0.2,2.71,10.75,14.92,88.12,1.21
2016-08-08,402.083.333.333.333,261.125,56.875,NA,3.211.875,25.7,32.6,18.5,0,49,24820,197.421.434.327.156,0.61,0.2,4,16.48,22.24,72.67,1.62
2016-08-09,319.791.666.666.667,212.416.666.666.667,615.625,NA,288.770.833.333.333,254.125,31.7,18.3,0.1,41,22446,182.660.607.680.656,0.6,0.2,2.38,10.25,13.75,64.18,1.33
2016-08-10,310.625,238.041.666.666.667,695.833.333.333.333,NA,221.854.166.666.667,2.299.375,26.8,19.9,0,25,11962,20.899.515.131.249,0.6,0.2,1.71,8,10.46,80.21,1.62
2016-08-11,312.708.333.333.333,249.833.333.333.333,616.458.333.333.333,NA,295,227.145.833.333.333,28.1,17.7,0,21,13103,160.268.640.769.289,0.6,0.2,2.5,9.96,13.54,83.04,1.96
2016-08-12,2.8,263.375,669.583.333.333.333,NA,303.729.166.666.667,237.416.666.666.667,30,18.5,0,33,14459,228.231.551.282.938,0.6,0.2,2.25,13.29,16.67,81.83,2.38
2016-08-13,252.291.666.666.667,182.854.166.666.667,710.208.333.333.333,NA,311.75,233.583.333.333.333,27.5,18.5,0,5,1776,281.531.531.531.532,0.6,0.2,1.83,08.04,10.83,73.58,1.62
2016-08-14,242.708.333.333.333,244.770.833.333.333,716.666.666.666.667,NA,3.091.875,236.708.333.333.333,29.8,17.9,0,5,3335,149.925.037.481.259,0.6,0.2,1.62,6.33,8.67,79.83,1.5
2016-08-15,286.666.666.666.667,252.291.666.666.667,709.375,NA,312.395.833.333.333,244.604.166.666.667,31.4,18.4,0,11,7845,140.216.698.534.098,0.6,0.26,1.32,7.53,9.58,76.74,01.06
2016-08-16,317.083.333.333.333,240.791.666.666.667,742.708.333.333.333,NA,227.333.333.333.333,252.145.833.333.333,29.9,19.3,0,42,24290,172.910.662.824.207,0.61,0.25,2.67,9.92,13.71,72.75,1.62
2016-08-17,292.083.333.333.333,249.125,731.458.333.333.333,NA,266.333.333.333.333,260.291.666.666.667,31.2,21.2,0,16,8444,189.483.657.034.581,0.6,0.27,03.04,16.21,20.58,69.33,1
2016-08-18,281.666.666.666.667,189.229.166.666.667,705.833.333.333.333,NA,230.229.166.666.667,256.145.833.333.333,30,21.7,0,24,11847,202.582.932.387.946,0.6,0.21,1.56,10.12,12.44,76.19,1
2016-08-19,246.458.333.333.333,207.145.833.333.333,77.125,NA,2.798.125,257.020.833.333.333,30.7,19.7,0,34,21358,15.919.093.548.085,0.6,0.2,2.33,12,15.25,59.04,1.12
2016-08-20,337.708.333.333.333,174.770.833.333.333,730.625,NA,231.395.833.333.333,254.625,28.8,21.7,0,4,2359,169.563.374.311.149,0.6,0.2,1,12.83,14.17,47.17,1.83
2016-08-21,322.708.333.333.333,232.354.166.666.667,615.625,NA,288.854.166.666.667,249.166.666.666.667,29.8,19.6,0,5,2317,215.796.288.303.841,NA,NA,NA,NA,NA,NA,NA
2016-08-22,251.458.333.333.333,2.324.375,69.875,NA,283.979.166.666.667,24.925,31,19.4,0,40,18994,210.592.818.784.879,0.61,0.3,3.27,14.09,18.82,92.93,1.82
2016-08-23,221.041.666.666.667,225.020.833.333.333,679.375,NA,290.895.833.333.333,241.229.166.666.667,30.4,18.2,0,38,23495,161.736.539.689.296,0.61,0.27,03.08,17.21,21.88,84.09,2.42
2016-08-24,224.791.666.666.667,2.465.625,584.583.333.333.333,NA,289.25,241.916.666.666.667,32.3,17.9,0,35,21103,165.853.196.228.024,0.6,0.31,3.1,22.67,27.43,87.05,2.57
2016-08-25,253.125,203.125,59.125,NA,285.020.833.333.333,242.541.666.666.667,30.4,18.7,0,28,15408,181.723.779.854.621,0.61,0.3,2.92,19.12,23.67,75.96,2.17
2016-08-26,235.625,241.208.333.333.333,700.208.333.333.333,NA,281.458.333.333.333,236.729.166.666.667,30.2,18.5,0,33,19379,17.028.742.453.171,0.6,0.28,2.12,10.42,13.71,75.67,1.29
2016-08-27,3.2625,257.5,730.833.333.333.333,NA,271.083.333.333.333,239.791.666.666.667,30.7,17.6,0,23,12744,180.477.087.256.748,0.6,0.31,1.62,7.58,9.88,72.79,1
2016-08-28,306.458.333.333.333,229.854.166.666.667,75,NA,254.416.666.666.667,258.333.333.333.333,31.1,21,0,5,3023,165.398.610.651.671,0.6,0.37,2,13.24,16.1,64.83,1
2016-08-29,1.6875,193.583.333.333.333,806.666.666.666.667,NA,903.125,246.916.666.666.667,27.7,21,0,33,21199,15.566.772.017.548,0.6,0.32,3.83,16.38,22.17,54,1.17
2016-08-30,224.791.666.666.667,237.25,794.583.333.333.333,NA,117.770.833.333.333,230.666.666.666.667,25.9,19.6,1,34,17564,193.577.772.716.921,0.61,0.33,3.96,16.08,21.88,68.04,1.83
2016-08-31,241.458.333.333.333,226.645.833.333.333,719.583.333.333.333,NA,262.916.666.666.667,23.775,28.5,19.1,0,31,17932,172.875.306.714.254,0.62,0.35,4.38,17.33,23.79,83.88,1.17
2016-09-01,267.708.333.333.333,253.25,631.875,NA,247.895.833.333.333,25.85,32.9,20.1,0,26,15074,172.482.420.061.032,0.61,0.39,3.71,16.21,21.83,74.5,1.25
2016-09-02,353.541.666.666.667,2.496.875,709.791.666.666.667,NA,2.550.625,253.104.166.666.667,30.3,20,0,22,11082,19.852.012.272.153,0.6,0.4,02.08,12,15.08,76.38,1
2016-09-03,380.625,247.583.333.333.333,753.958.333.333.333,NA,250.416.666.666.667,257.791.666.666.667,30.8,20.3,0,7,3445,203.193.033.381.713,0.6,0.41,02.08,16.5,19.33,75.21,1
2016-09-04,299.791.666.666.667,239.354.166.666.667,717.291.666.666.667,NA,224.5,261.729.166.666.667,32.1,20.6,0,4,2014,198.609.731.876.862,0.63,0.5,10.54,28.83,44.71,66.83,1.73
2016-09-05,213.958.333.333.333,242.583.333.333.333,678.125,NA,254.541.666.666.667,266.916.666.666.667,33.1,19.9,0,30,16660,180.072.028.811.525,0.61,0.45,3.5,19.88,24.83,78.21,2.17
2016-09-06,262.083.333.333.333,249.645.833.333.333,660.416.666.666.667,NA,252.916.666.666.667,25.975,33.3,20.8,0,32,17952,17.825.311.942.959,0.6,0.43,3.5,18.92,24.04,66.79,02.08
2016-09-07,277.708.333.333.333,176.708.333.333.333,68.625,NA,256.520.833.333.333,24.75,29.1,19.6,0,32,16652,192.169.108.815.758,0.61,0.46,2.79,17.04,21.04,69.12,1.75
2016-09-08,224.583.333.333.333,232.916.666.666.667,728.125,NA,219.645.833.333.333,241.520.833.333.333,29.2,19.5,0,6,1863,322.061.191.626.409,0.6,0.45,2.52,13.1,16.67,68.5,1
2016-09-09,3,262.375,724.791.666.666.667,NA,227.520.833.333.333,2.584.375,31.1,22.2,0,51,26924,189.422.076.957.361,NA,NA,NA,NA,NA,NA,NA
2016-09-10,274.166.666.666.667,261.770.833.333.333,730.833.333.333.333,NA,185.041.666.666.667,241.125,28.4,19.5,2.5,12,7821,15.343.306.482.547,NA,NA,NA,NA,NA,NA,NA
2016-09-11,3.125,264.375,715.625,NA,243.479.166.666.667,248.791.666.666.667,31,19.7,0,4,2195,182.232.346.241.458,0.61,0.28,4.93,14.8,22.27,77.27,1
2016-09-12,267.916.666.666.667,261.458.333.333.333,761.458.333.333.333,NA,245.104.166.666.667,247.604.166.666.667,30.5,20.7,0,40,22084,181.126.607.498.642,0.6,0.25,2.46,14.67,18.46,82.92,1
2016-09-13,261.041.666.666.667,2.280.625,725.416.666.666.667,NA,226.104.166.666.667,250.229.166.666.667,30.8,17.5,22,24,12577,190.824.520.950.942,0.6,0.2,1.75,10.79,13.54,79.04,1.21
2016-09-14,292.083.333.333.333,295.125,71.375,NA,148.416.666.666.667,2.056.875,26,14.2,9.8,28,11741,238.480.538.284.644,0.6,0.21,5.54,17.75,26.04,59.42,1.54
2016-09-15,254.583.333.333.333,271.354.166.666.667,597.083.333.333.333,NA,209.916.666.666.667,191.041.666.666.667,24.9,13.5,0.3,40,18984,210.703.750.526.759,0.61,0.21,6.5,19.42,29.21,55.54,1.38
2016-09-16,224.375,266.229.166.666.667,640.416.666.666.667,NA,237.979.166.666.667,198.833.333.333.333,27.2,13.8,0,39,19987,195.126.832.441.087,0.6,0.21,2.17,9.58,12.67,55.67,01.04
2016-09-17,313.333.333.333.333,244.020.833.333.333,656.458.333.333.333,NA,144.270.833.333.333,197.458.333.333.333,24.5,17.2,1.7,10,6093,164.122.763.827.343,0.6,0.2,2.38,11.29,14.54,56.96,1.21
2016-09-18,232.916.666.666.667,258.041.666.666.667,704.375,NA,228.125,189.541.666.666.667,24.7,15,0,1,1136,880.281.690.140.845,0.6,0.21,3.96,15.33,21.08,62.46,1.21
2016-09-19,350.208.333.333.333,280.041.666.666.667,61.375,NA,241.270.833.333.333,20.4,26.7,14.6,0,55,26474,207.751.000.982.096,0.6,0.26,2.92,19.79,23.92,60.38,1.54
