date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2013-05-20,252.083.333.333.333,228.979.166.666.667,82.75,NA,178.875,133.916.666.666.667,16.8,10.5,10,233,112294,207.491.050.278.733,NA,NA,NA,4.92,15.42,22.46,NA,15.92,NA,NA
2013-05-21,248.541.666.666.667,2.411.875,748.958.333.333.333,NA,310.541.666.666.667,144.208.333.333.333,19.3,9.7,0,187,79996,233.761.688.084.404,NA,NA,NA,4.46,11.08,17.21,NA,16.75,NA,NA
2013-05-22,334.791.666.666.667,246.354.166.666.667,650.208.333.333.333,NA,338.083.333.333.333,182.958.333.333.333,27.3,13,0,170,84612,200.917.127.594.195,NA,NA,NA,4.58,8.92,15.42,NA,22.71,NA,NA
2013-05-23,433.125,275.375,613.125,NA,339.479.166.666.667,176.520.833.333.333,22.4,12.4,0,175,80103,218.468.721.521.042,NA,NA,NA,4.38,6.38,12.21,NA,24.92,NA,NA
2013-05-24,401.458.333.333.333,2.206.875,64,NA,3.378.125,146.479.166.666.667,18.4,10.2,0,65,30444,213.506.766.522.139,NA,NA,NA,2.79,3.46,6.12,NA,18.5,NA,NA
2013-05-25,348.125,1.955.625,653.125,NA,325.833.333.333.333,141.416.666.666.667,18.5,7.9,0,46,32801,140.239.626.840.645,NA,NA,NA,3.25,9.29,13,NA,18.17,NA,NA
2013-05-26,289.791.666.666.667,230.479.166.666.667,803.125,NA,211.770.833.333.333,145.083.333.333.333,19.1,9.5,0.5,263,109963,239.171.357.638.478,NA,NA,NA,3.81,13.76,18.9,NA,22.33,NA,NA
2013-05-27,198.541.666.666.667,226.604.166.666.667,805.416.666.666.667,NA,273.666.666.666.667,155.479.166.666.667,20,10.4,0,156,74579,209.174.164.308.988,NA,NA,NA,5.79,15.83,24.29,NA,21.5,NA,NA
2013-05-28,342.916.666.666.667,223.104.166.666.667,789.375,NA,194.666.666.666.667,14.975,21,10.2,0,211,92991,226.903.678.850.641,NA,NA,NA,5,6.75,13.25,NA,18.79,NA,NA
2013-05-29,378.333.333.333.333,241.770.833.333.333,589.583.333.333.333,NA,342.333.333.333.333,152.979.166.666.667,21.3,9.4,0,137,68464,200.105.164.758.121,NA,NA,NA,06.04,12.96,21.92,NA,18.33,NA,NA
2013-05-30,272.916.666.666.667,265.208.333.333.333,600.416.666.666.667,NA,279.041.666.666.667,156.145.833.333.333,21.4,9.2,0,147,69079,21.279.983.786.679,NA,NA,NA,04.09,20.55,25.77,NA,21.29,NA,NA
2013-05-31,2.5875,230.083.333.333.333,62.875,NA,247.541.666.666.667,163.416.666.666.667,21,12.6,0,64,29530,216.728.750.423.298,NA,NA,NA,3.54,24.79,29.75,NA,23.25,NA,NA
2013-06-01,331.875,242.5,500.416.666.666.667,NA,341.354.166.666.667,206.229.166.666.667,28.8,12.5,0,28,21374,131.000.280.714.887,NA,NA,NA,3.67,20.67,26,NA,18.08,NA,NA
2013-06-02,360.208.333.333.333,250.875,612.083.333.333.333,NA,334.104.166.666.667,1.866.875,23.5,13,0,217,90760,239.092.111.062.142,NA,NA,NA,4.58,29.04,35.79,NA,23.33,NA,NA
2013-06-03,2.7875,219.375,734.166.666.666.667,NA,349.604.166.666.667,176.916.666.666.667,22.3,12.8,0,186,96465,192.816.047.271.031,NA,NA,NA,5.75,30.71,39.08,NA,22.88,NA,NA
2013-06-04,338.541.666.666.667,247.145.833.333.333,751.875,NA,3.384.375,176.645.833.333.333,22.3,12.6,0,182,99222,183.427.062.546.613,NA,NA,NA,5.42,35.96,43.88,NA,19.33,NA,NA
2013-06-05,221.666.666.666.667,2.366.875,713.125,NA,296.895.833.333.333,179.958.333.333.333,24.3,12.3,0,157,83242,188.606.712.957.401,NA,NA,NA,6.71,42.67,52.42,NA,23.76,NA,NA
2013-06-06,216.666.666.666.667,215.479.166.666.667,716.666.666.666.667,NA,337.854.166.666.667,1.864.375,23.6,13.6,0,137,63971,214.159.541.042.035,NA,NA,NA,8.5,35.92,48.71,NA,24.33,NA,NA
2013-06-07,2.3375,239,770.416.666.666.667,NA,284.916.666.666.667,192.541.666.666.667,23.6,14.3,0,50,31059,160.983.933.803.406,NA,NA,NA,04.08,22.29,28.17,NA,15.38,NA,NA
2013-06-08,288.333.333.333.333,239.104.166.666.667,798.333.333.333.333,NA,275.770.833.333.333,1.780.625,21.5,12.6,15.5,64,30094,212.666.976.806.008,NA,NA,NA,4.5,19.92,26.62,NA,14.88,NA,NA
2013-06-09,363.541.666.666.667,253.270.833.333.333,738.541.666.666.667,NA,214.083.333.333.333,179.104.166.666.667,22.1,13.1,0.1,222,106565,208.323.558.391.592,NA,NA,NA,4.83,23.46,30.38,NA,15.21,NA,NA
2013-06-10,304.375,224.083.333.333.333,723.958.333.333.333,NA,343.875,190.770.833.333.333,23.7,13.3,0,185,92839,199.269.703.465.139,NA,NA,NA,10.92,48.12,64.5,NA,26.46,NA,NA
2013-06-11,1.95,214.208.333.333.333,802.291.666.666.667,NA,307.875,1.959.375,23.9,14.6,0,166,84756,195.856.340.554.061,NA,NA,NA,14.29,48.71,70.25,NA,28.54,NA,NA
2013-06-12,277.916.666.666.667,244.604.166.666.667,727.083.333.333.333,NA,348,213.270.833.333.333,25.5,16.8,0,167,87303,191.287.813.706.287,NA,NA,NA,7.17,43.04,53.62,NA,26.96,NA,NA
2013-06-13,293.333.333.333.333,221.520.833.333.333,628.125,NA,339.541.666.666.667,22.725,28.5,16.7,0,158,68232,231.562.903.036.698,NA,NA,NA,6.58,25.92,35.71,NA,20.33,NA,NA
2013-06-14,3.175,223.145.833.333.333,732.291.666.666.667,NA,344.041.666.666.667,22,26,17.4,0,43,23116,18.601.834.227.375,NA,NA,NA,9.75,41.71,56.46,NA,22.92,NA,NA
2013-06-15,223.125,2.299.375,647.083.333.333.333,NA,332.604.166.666.667,22.675,28.2,16.5,0,53,33573,157.864.951.002.293,NA,NA,NA,8.79,37.62,50.58,NA,23.58,NA,NA
2013-06-16,244.583.333.333.333,193.916.666.666.667,586.041.666.666.667,NA,341.854.166.666.667,23.25,28.8,17.2,0,177,85886,20.608.713.876.534,NA,NA,NA,3,19.04,23.67,NA,34.04,NA,NA
2013-06-17,4.0875,105.583.333.333.333,747.291.666.666.667,NA,2.879.375,225.958.333.333.333,26.3,17.4,0,156,74828,208.478.109.798.471,NA,NA,NA,3.58,19.25,24.5,NA,48.71,NA,NA
2013-06-18,378.541.666.666.667,856.875,824.166.666.666.667,NA,121.770.833.333.333,219.020.833.333.333,24.1,20.2,0.5,164,81090,202.244.419.780.491,NA,NA,NA,5.62,18.88,27.21,NA,23.54,NA,NA
2013-06-19,406.666.666.666.667,260.395.833.333.333,621.666.666.666.667,NA,346.791.666.666.667,213.625,26.1,17.3,0,130,78523,165.556.588.515.467,NA,NA,NA,6,24,30.45,NA,20.42,NA,NA
2013-06-20,3.7875,246.395.833.333.333,611.041.666.666.667,NA,313.458.333.333.333,20.575,25,15.4,0,146,83113,175.664.456.823.842,NA,NA,NA,5.88,26.75,35.5,NA,21.5,NA,NA
2013-06-21,297.708.333.333.333,188.041.666.666.667,723.958.333.333.333,NA,318.666.666.666.667,209.416.666.666.667,25.6,16.1,12.3,59,30241,195.099.368.407.129,NA,NA,NA,04.04,16.08,21.92,NA,15.96,NA,NA
2013-06-22,318.541.666.666.667,2.454.375,754.166.666.666.667,NA,331.375,205.458.333.333.333,24.8,16,0.1,27,18549,145.560.407.569.141,NA,NA,NA,5.71,24.79,32.71,NA,50,NA,NA
2013-06-23,279.791.666.666.667,188.604.166.666.667,768.541.666.666.667,NA,1.683.125,20.35,24.4,15.1,0,15,6984,214.776.632.302.406,NA,NA,NA,3.88,9.12,14.71,NA,35.04,NA,NA
2013-06-24,351.041.666.666.667,225.041.666.666.667,632.291.666.666.667,NA,275.333.333.333.333,192.708.333.333.333,22.4,15.2,0,224,103946,215.496.507.802.128,NA,NA,NA,4.5,15.08,21.42,NA,28.79,NA,NA
2013-06-25,251.041.666.666.667,223.875,720.833.333.333.333,NA,3.206.875,199.583.333.333.333,24.5,14.8,0.1,147,73464,200.098.007.187.194,NA,NA,NA,2.73,13.25,25.26,NA,30.17,NA,NA
2013-06-26,271.666.666.666.667,239.895.833.333.333,712.916.666.666.667,NA,295.020.833.333.333,205.083.333.333.333,25.5,15.3,0.1,154,68749,224.003.258.229.211,NA,NA,NA,4.46,21.58,27.96,NA,28.21,NA,NA
2013-06-27,297.083.333.333.333,226.708.333.333.333,738.125,NA,318.395.833.333.333,2.059.375,25.5,15.3,0,124,68457,181.135.603.371.459,NA,NA,NA,4.62,25.96,32.58,NA,30.12,NA,NA
2013-06-28,339.791.666.666.667,250.020.833.333.333,72.75,NA,290.291.666.666.667,212.270.833.333.333,25.4,16.6,0,42,19249,218.193.152.891.059,NA,NA,NA,3.42,22,26.83,NA,28.46,NA,NA
2013-06-29,323.958.333.333.333,247.208.333.333.333,734.583.333.333.333,NA,3.360.625,216.145.833.333.333,26.7,15.9,0,34,23594,144.104.433.330.508,NA,NA,NA,1.33,16.92,13.46,NA,24.62,NA,NA
2013-06-30,254.583.333.333.333,229.375,778.541.666.666.667,NA,245.583.333.333.333,213.875,26.1,16.1,0,131,69024,189.789.058.878.071,NA,NA,NA,3.58,30.79,32.38,NA,20.75,NA,NA
2013-07-01,296.458.333.333.333,164.104.166.666.667,672.916.666.666.667,NA,344.708.333.333.333,222.166.666.666.667,26.3,17.6,0,139,65373,212.626.007.679.011,NA,NA,NA,1.71,19.42,18.17,NA,18.79,NA,NA
2013-07-02,2.175,134.25,767.083.333.333.333,NA,305.979.166.666.667,2.165.625,25.5,17.2,0,142,74641,1.902.439.677.925,NA,NA,NA,3.61,22.91,26.61,NA,23.25,NA,NA
2013-07-03,227.083.333.333.333,1.993.125,786.875,NA,294.104.166.666.667,222.833.333.333.333,26.3,16.8,0,131,71239,183.888.038.855.121,NA,NA,NA,3.46,18.88,24,NA,25.46,NA,NA
2013-07-04,254.166.666.666.667,227.791.666.666.667,790.416.666.666.667,NA,294.604.166.666.667,230.604.166.666.667,27.1,19.5,0,126,65366,192.760.762.475.905,NA,NA,NA,14,31.79,52.83,NA,27.83,NA,NA
2013-07-05,2.45,2.308.125,783.958.333.333.333,NA,340.458.333.333.333,2.354.375,27.9,18.4,0,56,27978,200.157.266.423.619,NA,NA,NA,5.17,31.38,38.71,NA,25.96,NA,NA
2013-07-06,272.083.333.333.333,209.645.833.333.333,682.708.333.333.333,NA,3.461.875,248.520.833.333.333,29,20.2,0,36,23384,153.951.419.774.205,NA,NA,NA,05.04,38.79,46.04,NA,27.62,NA,NA
2013-07-07,257.708.333.333.333,232.458.333.333.333,613.541.666.666.667,NA,338.895.833.333.333,255.625,30.9,19.8,0,173,79868,216.607.402.213.653,NA,NA,NA,3.5,42.04,46.67,NA,26.21,NA,NA
2013-07-08,278.333.333.333.333,195.979.166.666.667,587.291.666.666.667,NA,306.354.166.666.667,249.625,28.6,20.8,0,119,59467,200.110.985.924.967,NA,NA,NA,8.88,52.12,65.21,NA,31.58,NA,NA
2013-07-09,244.583.333.333.333,2.426.875,62,NA,328.604.166.666.667,249.520.833.333.333,30.5,19.6,0,104,56924,182.699.740.004.216,NA,NA,NA,03.08,27.67,32.12,NA,28.83,NA,NA
2013-07-10,316.875,245.416.666.666.667,70.75,NA,325.833.333.333.333,247.875,29.3,19,0,112,60706,184.495.766.481.073,NA,NA,NA,3.46,34.5,39.46,NA,27.5,NA,NA
2013-07-11,2.275,2.500.625,773.333.333.333.333,NA,226.75,236.645.833.333.333,28.3,20.3,1.4,115,63592,180.840.357.277.645,NA,NA,NA,5.5,35.38,43.54,NA,27,NA,NA
2013-07-12,287.291.666.666.667,247.208.333.333.333,716.875,NA,333.729.166.666.667,248.895.833.333.333,30.4,19.4,0,46,25066,183.515.519.029.761,NA,NA,NA,2.21,20.21,23.33,NA,22.92,NA,NA
2013-07-13,287.916.666.666.667,255.791.666.666.667,675.208.333.333.333,NA,298.333.333.333.333,253.833.333.333.333,30.6,20.5,0,28,20985,133.428.639.504.408,NA,NA,NA,1.71,19.92,22,NA,23.5,NA,NA
2013-07-14,254.375,227.395.833.333.333,574.166.666.666.667,NA,320.083.333.333.333,256.083.333.333.333,30.3,20.2,0,147,72032,204.075.966.237.228,NA,NA,NA,3.13,25.39,29.7,NA,23.21,NA,NA
2013-07-15,334.791.666.666.667,245.041.666.666.667,607.916.666.666.667,NA,330.375,258.020.833.333.333,31.8,20.7,0,135,72368,186.546.539.907.141,NA,NA,NA,3.54,23.12,28.21,NA,33.33,NA,NA
2013-07-16,350.208.333.333.333,238.708.333.333.333,681.666.666.666.667,NA,332.104.166.666.667,261.020.833.333.333,32.3,20.3,0,108,60978,177.113.057.168.159,NA,NA,NA,4.58,29.67,36.29,NA,35.54,NA,NA
2013-07-17,231.458.333.333.333,210.25,70,NA,298.229.166.666.667,262.229.166.666.667,31.1,20.9,0,94,55301,169.978.843.058.896,NA,NA,NA,2.25,20.17,23.12,NA,23.32,NA,NA
2013-07-18,3,249.75,74.125,NA,292.895.833.333.333,2.464.375,30.4,20,11.5,116,47641,243.487.752.146.261,NA,NA,NA,4.46,35.04,41.08,NA,28.92,NA,NA
2013-07-19,265.208.333.333.333,238.729.166.666.667,738.125,NA,270.625,248.020.833.333.333,30,20.2,0,35,23369,149.771.064.230.391,NA,NA,NA,02.08,25.21,27.67,NA,23.08,NA,NA
2013-07-20,245.416.666.666.667,209.958.333.333.333,677.083.333.333.333,NA,314.770.833.333.333,2.534.375,29.6,21,0,43,23734,181.174.686.104.323,NA,NA,NA,2.42,22.42,25.5,NA,23.17,NA,NA
2013-07-21,2.5125,202.75,724.166.666.666.667,NA,314.645.833.333.333,248.104.166.666.667,29.4,20.4,0,143,63714,224.440.468.342.907,NA,NA,NA,6,36.92,45.29,NA,28.08,NA,NA
2013-07-22,238.333.333.333.333,236.791.666.666.667,68.625,NA,289.375,252.854.166.666.667,30.3,19.8,0,119,64246,185.225.539.333.188,NA,NA,NA,2,24.21,26.42,NA,26.29,NA,NA
2013-07-23,347.083.333.333.333,255.104.166.666.667,733.125,NA,307.375,255.229.166.666.667,30.7,19.6,0,136,79707,170.624.913.746.597,NA,NA,NA,2.75,21.58,24.92,NA,24.96,NA,NA
2013-07-24,353.333.333.333.333,256.645.833.333.333,685.416.666.666.667,NA,301.145.833.333.333,259.229.166.666.667,30.9,19.1,0,115,65078,176.711.023.694.643,NA,NA,NA,2.58,18.96,22.42,NA,23.83,NA,NA
2013-07-25,284.583.333.333.333,246.458.333.333.333,768.958.333.333.333,NA,322.729.166.666.667,2.586.875,31,20.5,0,117,59101,197.966.193.465.424,NA,NA,NA,10.25,38.54,53.5,NA,28.75,NA,NA
2013-07-26,294.791.666.666.667,172.770.833.333.333,653.125,NA,307.604.166.666.667,266.270.833.333.333,31.7,20.2,0,43,25150,170.974.155.069.582,NA,NA,NA,01.08,9.54,10.29,NA,35.21,NA,NA
2013-07-27,295.208.333.333.333,125.541.666.666.667,787.916.666.666.667,NA,274.125,274.958.333.333.333,30.7,23.5,0,47,27392,171.582.943.925.234,NA,NA,NA,1.83,15.83,17.46,NA,33.42,NA,NA
2013-07-28,346.041.666.666.667,253.083.333.333.333,632.291.666.666.667,NA,290.833.333.333.333,277.041.666.666.667,33.1,22.1,0,161,70706,227.703.448.080.785,NA,NA,NA,2,13.67,15.79,NA,17.42,NA,NA
2013-07-29,286.041.666.666.667,182.833.333.333.333,591.041.666.666.667,NA,3.363.125,246.104.166.666.667,30.4,19.4,1.9,142,70606,201.116.052.460.131,NA,NA,NA,3.58,20,24.62,NA,16.71,NA,NA
2013-07-30,344.791.666.666.667,247.791.666.666.667,67.375,NA,3.208.125,249.625,29.4,20.1,0,118,59759,197.459.796.850.684,NA,NA,NA,5.96,32.83,41.42,NA,25.62,NA,NA
2013-07-31,312.916.666.666.667,243.083.333.333.333,729.791.666.666.667,NA,325.604.166.666.667,254.166.666.666.667,30.9,20.2,0,95,51127,185.811.801.983.296,NA,NA,NA,4.67,29.33,36,NA,21.96,NA,NA
2013-08-01,315.208.333.333.333,253.416.666.666.667,70,NA,330.229.166.666.667,25.15,31.2,19.4,0,103,45446,226.642.608.810.456,NA,NA,NA,8.62,27.58,40.75,NA,17.95,NA,NA
2013-08-02,303.958.333.333.333,256.854.166.666.667,689.791.666.666.667,NA,310.916.666.666.667,253.875,31.3,19.6,0,38,22871,166.149.272.003.848,NA,NA,NA,4.21,34.58,40.67,NA,22.21,NA,NA
2013-08-03,243.333.333.333.333,1.898.125,771.458.333.333.333,NA,160.520.833.333.333,2.463.125,28.8,20.6,0,21,13111,160.170.848.905.499,NA,NA,NA,3.96,28,33.88,NA,20.38,NA,NA
2013-08-04,251.458.333.333.333,229.270.833.333.333,725.208.333.333.333,NA,308,255.895.833.333.333,30.8,19.9,0,120,65174,184.122.502.838.555,NA,NA,NA,5.24,35.19,42.67,NA,21.75,NA,NA
2013-08-05,301.041.666.666.667,251.145.833.333.333,700.416.666.666.667,NA,284.791.666.666.667,252.520.833.333.333,30.9,19.5,0,90,44907,200.414.189.324.604,NA,NA,NA,1.71,17.88,20.21,NA,21.42,NA,NA
2013-08-06,245.416.666.666.667,181.395.833.333.333,765.208.333.333.333,NA,254.375,258.916.666.666.667,29.7,21.2,0,96,58245,164.821.014.679.372,NA,NA,NA,2.25,23.67,26.71,NA,28.04,NA,NA
2013-08-07,218.125,199.625,807.083.333.333.333,NA,164.791.666.666.667,256.083.333.333.333,29.3,21.9,1,88,49672,177.162.183.926.558,NA,NA,NA,1.96,14.42,16.75,NA,13.83,NA,NA
2013-08-08,3.0375,255.145.833.333.333,60.375,NA,303.541.666.666.667,231.583.333.333.333,28.1,18.2,0.1,94,52595,178.724.213.328.263,NA,NA,NA,2.33,18.71,21.5,NA,18.21,NA,NA
2013-08-09,408.541.666.666.667,239.416.666.666.667,595.416.666.666.667,NA,320.791.666.666.667,2.398.125,29.4,18.3,0,55,28759,191.244.479.988.873,NA,NA,NA,02.08,16.12,18.5,NA,15.67,NA,NA
2013-08-10,2.425,2.296.875,668.125,NA,282.854.166.666.667,244.729.166.666.667,29.5,19.2,0,17,9062,187.596.557.051.424,NA,NA,NA,2.62,23.67,27,NA,18.96,NA,NA
2013-08-11,3.2375,2.525.625,673.541.666.666.667,NA,310.875,244.229.166.666.667,29.4,19.1,0,110,59781,184.004.951.405.965,NA,NA,NA,3.25,27.58,32,NA,20.83,NA,NA
2013-08-12,310.625,248.458.333.333.333,678.125,NA,303.875,254.041.666.666.667,31.2,19,0,113,57512,196.480.734.455.418,NA,NA,NA,5.88,28.33,36.46,NA,24.75,NA,NA
2013-08-13,230.625,223.5,62.75,NA,2.860.625,263.708.333.333.333,32,20.3,0,115,57442,200.201.942.829.289,NA,NA,NA,2.91,20.77,24.59,NA,23.29,NA,NA
2013-08-14,379.166.666.666.667,255.916.666.666.667,70.375,NA,286.708.333.333.333,2.523.125,30,20.8,0,17,9755,1.742.696.053.306,NA,NA,NA,1.29,10.83,12.54,NA,17.43,NA,NA
2013-08-15,225.833.333.333.333,157.291.666.666.667,704.166.666.666.667,NA,260.645.833.333.333,245.979.166.666.667,28.9,19.4,0,99,56503,175.211.935.649.435,NA,NA,NA,2.54,12.75,16.42,NA,19.29,NA,NA
2013-08-16,302.916.666.666.667,250.625,728.125,NA,2.565.625,255.895.833.333.333,29.9,20.6,0,23,15055,152.773.165.061.441,NA,NA,NA,1.42,17.08,19.08,NA,16.91,NA,NA
2013-08-17,262.083.333.333.333,206.104.166.666.667,699.791.666.666.667,NA,214.458.333.333.333,2.436.875,28.6,20.1,0,24,14904,161.030.595.813.205,NA,NA,NA,1.92,15.33,18.08,NA,20.75,NA,NA
2013-08-18,318.333.333.333.333,254.083.333.333.333,736.875,NA,277.458.333.333.333,2.514.375,29.9,20.1,0,121,74437,162.553.568.789.715,NA,NA,NA,2.21,19.29,22.62,NA,20.21,NA,NA
2013-08-19,320.416.666.666.667,204.791.666.666.667,713.958.333.333.333,NA,275.354.166.666.667,260.395.833.333.333,30.8,20.6,0,86,48884,175.926.683.577.449,NA,NA,NA,2.88,12.58,16.67,NA,23.09,NA,NA
2013-08-20,338.125,243.916.666.666.667,654.791.666.666.667,NA,267.083.333.333.333,252.791.666.666.667,30.3,19.3,0,121,65211,185.551.517.382.037,NA,NA,NA,2.21,17.67,20.88,NA,23.92,NA,NA
2013-08-21,272.916.666.666.667,236.041.666.666.667,73.875,NA,245.666.666.666.667,245.875,29.8,18.9,0,120,76889,156.069.138.628.412,NA,NA,NA,03.08,16.33,20.92,NA,21.83,NA,NA
2013-08-22,290.625,254.875,738.541.666.666.667,NA,249.916.666.666.667,2.489.375,29.8,20,0,135,69739,193.578.915.671.289,NA,NA,NA,03.08,21.5,25.96,NA,23.83,NA,NA
2013-08-23,2.475,241.291.666.666.667,726.458.333.333.333,NA,275.5,250.229.166.666.667,29.9,20.8,0,49,28048,17.470.051.340.559,NA,NA,NA,2.5,15.75,19.54,NA,20.79,NA,NA
2013-08-24,2.9375,2.216.875,74.75,NA,239.083.333.333.333,2.411.875,29.4,19.7,0.6,27,15526,173.901.842.071.364,NA,NA,NA,2.33,11.04,14.12,NA,19.43,NA,NA
2013-08-25,348.333.333.333.333,225.854.166.666.667,667.291.666.666.667,NA,201.625,2.235.625,27,19.2,0.6,142,69907,203.127.011.601.127,NA,NA,NA,2.17,20.42,23.38,NA,18.08,NA,NA
2013-08-26,228.958.333.333.333,192.354.166.666.667,854.583.333.333.333,NA,435.208.333.333.333,2.010.625,21.8,18,2.4,141,73877,190.857.777.116.017,NA,NA,NA,7.71,30.96,43.77,NA,16.08,NA,NA
2013-08-27,295.625,219.625,720.416.666.666.667,NA,261.666.666.666.667,2.246.875,27.5,17,0,108,60555,178.350.260.094.129,NA,NA,NA,3.71,29.92,35.42,NA,17.04,NA,NA
2013-08-28,237.916.666.666.667,246.229.166.666.667,791.041.666.666.667,NA,198.25,220.375,28.3,18.2,6.7,149,75416,197.570.807.255.755,NA,NA,NA,03.08,31.5,35.92,NA,17.38,NA,NA
2013-08-29,207.291.666.666.667,268.479.166.666.667,737.291.666.666.667,NA,186.958.333.333.333,222.625,27.7,18.9,0.5,131,67755,193.343.664.674.194,NA,NA,NA,3.45,33,38.05,NA,22.29,NA,NA
2013-08-30,279.375,271.791.666.666.667,638.333.333.333.333,NA,210.333.333.333.333,233.125,28.9,19.3,0,34,22699,149.786.334.199.744,NA,NA,NA,1.75,20.33,22.67,NA,23.83,NA,NA
2013-08-31,317.708.333.333.333,270.520.833.333.333,652.708.333.333.333,NA,245.979.166.666.667,235.166.666.666.667,29.1,19.5,0,29,19579,148.117.881.403.545,NA,NA,NA,2,15.83,18.62,NA,26.83,NA,NA
2013-09-01,256.041.666.666.667,2.511.875,661.458.333.333.333,NA,268.291.666.666.667,23.225,29.1,18.9,0,167,82230,20.308.889.699.623,NA,NA,NA,5.29,38.96,46.75,NA,31.21,NA,NA
2013-09-02,214.583.333.333.333,254.833.333.333.333,696.458.333.333.333,NA,204.770.833.333.333,227.145.833.333.333,29,18.1,0,162,87068,18.606.146.919.649,NA,NA,NA,9.17,39.21,53,NA,25.26,NA,NA
2013-09-03,2.6875,210.083.333.333.333,676.041.666.666.667,NA,2.710.625,226.791.666.666.667,28.6,17.9,0,130,68702,189.223.021.163.867,NA,NA,NA,2.38,24.46,27.71,NA,19.96,NA,NA
2013-09-04,232.083.333.333.333,240.75,739.791.666.666.667,NA,250.541.666.666.667,22.425,28.2,17.5,0,152,75354,201.714.573.877.963,NA,NA,NA,05.08,33.46,41.04,NA,23.62,NA,NA
2013-09-05,270.208.333.333.333,261.25,675.416.666.666.667,NA,267.333.333.333.333,227.708.333.333.333,30,17.6,0,133,67698,196.460.752.164.023,NA,NA,NA,2.88,27.08,31.17,NA,21.92,NA,NA
2013-09-06,327.083.333.333.333,258.25,714.375,NA,248,23.025,29.1,17.1,0,40,23273,171.872.985.863.447,NA,NA,NA,2.33,28.42,31.75,NA,18.25,NA,NA
2013-09-07,252.916.666.666.667,268.541.666.666.667,820.833.333.333.333,NA,103.229.166.666.667,219.895.833.333.333,28.6,19,7.6,31,21341,145.260.297.080.737,NA,NA,NA,3.58,25.71,30.88,NA,18.71,NA,NA
2013-09-08,247.916.666.666.667,210.354.166.666.667,827.291.666.666.667,NA,156.916.666.666.667,21.275,25.1,17.8,1.6,161,76354,210.859.941.849.805,NA,NA,NA,4.88,27.62,35.04,NA,17.5,NA,NA
2013-09-09,250.625,254.520.833.333.333,796.041.666.666.667,NA,172.375,2.115.625,25.3,17.7,0,189,93628,201.862.690.648.097,NA,NA,NA,7.29,32.42,43.04,NA,20.67,NA,NA
2013-09-10,294.166.666.666.667,2.134.375,757.916.666.666.667,NA,230.416.666.666.667,22.275,27.4,18.1,0.8,29,19063,152.127.157.320.464,NA,NA,NA,2,13.96,16.58,NA,9.29,NA,NA
2013-09-11,181.666.666.666.667,257.75,86.75,NA,677.291.666.666.667,177.395.833.333.333,21.2,15,3.4,157,79716,196.949.169.551.909,NA,NA,NA,06.08,42.21,50.92,NA,19.83,NA,NA
2013-09-12,243.125,261.604.166.666.667,729.166.666.666.667,NA,214.604.166.666.667,189.375,24.4,15.3,0.1,188,95371,197.124.912.185.046,NA,NA,NA,6.79,41.38,51.08,NA,23.75,NA,NA
2013-09-13,2.475,2.536.875,736.458.333.333.333,NA,250.020.833.333.333,205.854.166.666.667,26.6,15.4,0,60,27938,214.761.257.069.225,NA,NA,NA,3.21,26.96,31.29,NA,22.21,NA,NA
2013-09-14,412.083.333.333.333,2.611.875,773.333.333.333.333,NA,225.5,2.229.375,26.9,16.9,0,53,30715,172.554.126.648.217,NA,NA,NA,2.29,15.71,18.67,NA,18.83,NA,NA
2013-09-15,280.416.666.666.667,1.648.125,835.208.333.333.333,NA,700.416.666.666.667,208.354.166.666.667,22.9,18.1,0.3,217,93364,232.423.632.235.123,NA,NA,NA,5.42,30.17,38.08,NA,22.12,NA,NA
2013-09-16,3.4125,2.893.125,689.166.666.666.667,NA,246.458.333.333.333,212.625,26.5,17.5,0.1,215,98353,218.600.347.727.065,NA,NA,NA,3.45,24.8,29.6,NA,23.17,NA,NA
2013-09-17,300.833.333.333.333,230.270.833.333.333,715.833.333.333.333,NA,1.609.375,2.063.125,24.6,17.3,0.3,244,104725,232.991.167.343.041,NA,NA,NA,5.42,26.42,34.33,NA,22.71,NA,NA
2013-09-18,321.666.666.666.667,2.785.625,687.708.333.333.333,NA,242.520.833.333.333,214.145.833.333.333,27.6,17.4,0,263,106755,246.358.484.380.123,NA,NA,NA,6.83,27.67,37.5,NA,25.36,NA,NA
2013-09-19,308.541.666.666.667,2.695.625,732.708.333.333.333,NA,203.875,212.770.833.333.333,25.5,17.2,0,246,99408,247.464.992.757.122,NA,NA,NA,5.12,31,38.5,NA,26.17,NA,NA
2013-09-20,280.208.333.333.333,2.705.625,658.541.666.666.667,NA,225.208.333.333.333,213.916.666.666.667,26.7,17.3,0,84,40048,209.748.302.037.555,NA,NA,NA,9.38,36.08,49.88,NA,25.17,NA,NA
2013-09-21,263.958.333.333.333,251.020.833.333.333,724.166.666.666.667,NA,231.520.833.333.333,214.666.666.666.667,27.5,16.7,0,94,39736,236.561.304.610.429,NA,NA,NA,7.62,38.67,49.88,NA,25.75,NA,NA
2013-09-22,237.083.333.333.333,225.375,750.833.333.333.333,NA,2.200.625,210.166.666.666.667,26.3,16.5,0,416,143384,290.130.000.557.942,NA,NA,NA,12.92,37.17,56.62,NA,22.38,NA,NA
