date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10,so2
2013-07-14,218.958.333.333.333,197.458.333.333.333,514.791.666.666.667,98.858.125,316.979.166.666.667,258.354.166.666.667,32.1,21,0,NA,NA,NA,1.4,15.35,18.96,102.08,23.67,1
2013-07-15,2.1375,229.729.166.666.667,510.625,98.976.875,331.166.666.666.667,263.541.666.666.667,32.8,20,0,17,7768,218.846.549.948.507,4.38,28.65,42.58,76.71,28.5,1
2013-07-16,182.083.333.333.333,245.458.333.333.333,55.625,989.802.083.333.333,325.958.333.333.333,2.651.875,35.3,20.5,0,17,11042,153.957.616.373.845,7.6,22.12,42.08,58.17,43.39,1.11
2013-07-17,1.8875,195.354.166.666.667,585.208.333.333.333,9.898.625,287.520.833.333.333,268.375,33.6,21.8,0,16,8481,188.656.997.995.519,7.28,28.98,47.18,60.67,43.62,1.14
2013-07-18,180.208.333.333.333,245.291.666.666.667,694.583.333.333.333,989.4,293.333.333.333.333,242.333.333.333.333,30.9,18.9,14,18,8554,210.427.870.002.338,2.87,20.17,31.33,84.12,30.71,1.2
2013-07-19,167.291.666.666.667,207.645.833.333.333,701.458.333.333.333,98.760.625,274.916.666.666.667,244.291.666.666.667,31.9,19.5,0,14,3756,372.736.954.206.603,07.04,29.67,51.88,61.75,37.67,1.49
2013-07-20,197.083.333.333.333,183.520.833.333.333,640.208.333.333.333,986.043.749.999.999,307.520.833.333.333,2.493.125,31.3,19.4,0.1,2,1678,119.189.511.323.004,2.35,22.85,31.54,81.21,28.67,1.66
2013-07-21,206.666.666.666.667,195.291.666.666.667,634.375,98.730.625,322.104.166.666.667,249.354.166.666.667,32,19.4,0,5,1126,44.404.973.357.016,2.67,19.27,24.88,74.42,25.88,2
2013-07-22,197.916.666.666.667,2.186.875,598.333.333.333.333,986.775,286.291.666.666.667,2.596.875,32.3,20.4,0,16,6449,248.100.480.694.681,6.42,28.75,47.5,67.08,33.12,2.21
2013-07-23,164.375,238.166.666.666.667,620.833.333.333.333,98.525.625,303.979.166.666.667,259.625,33.1,20.3,0,32,10733,298.145.905.152.334,9.9,27.25,50,68.62,36,02.09
2013-07-24,161.458.333.333.333,2.444.375,580.625,986.814.583.333.333,316.541.666.666.667,267.541.666.666.667,34.6,20.5,0,29,14672,197.655.398.037.077,6.16,21.86,39.38,71.67,31.17,1.42
2013-07-25,179.791.666.666.667,250.333.333.333.333,571.875,986.516.666.666.666,328.125,273.645.833.333.333,35.6,21.3,0,10,4675,213.903.743.315.508,9.21,20.69,40.67,55.67,34.25,1
2013-07-26,190.625,165.145.833.333.333,594.166.666.666.667,984.289.583.333.333,311.729.166.666.667,2.689.375,34.7,20.1,0,8,3822,209.314.495.028.781,11.56,34.98,64.92,53.62,39.92,1.3
2013-07-27,165.625,1.528.125,728.541.666.666.667,980.435.416.666.667,294.520.833.333.333,271.020.833.333.333,33.9,21.9,0,7,3476,201.380.897.583.429,1.6,18.58,25.92,70,42.33,1
2013-07-28,02.05,264.083.333.333.333,561.666.666.666.667,98.231.875,3.039.375,2.749.375,35.6,22.3,1.3,6,3482,172.314.761.631.246,1.9,9.98,16.08,71.17,34.29,1
2013-07-29,259.166.666.666.667,254.916.666.666.667,537.916.666.666.667,990.204.166.666.667,343.25,241.208.333.333.333,31.5,19.1,1.2,5,2044,244.618.395.303.327,3.29,15.12,27.75,72.79,19.79,1
2013-07-30,1.4375,243.75,65,993.004.166.666.667,3.155.625,2.469.375,30.6,18.7,0,24,8672,276.752.767.527.675,6.96,17.75,35.58,64.67,21.75,1
2013-07-31,181.666.666.666.667,230.104.166.666.667,559.583.333.333.333,989.116.666.666.667,331.541.666.666.667,269.041.666.666.667,34.9,20.2,0,15,6866,218.467.812.408.972,9.5,25.71,48.67,55.08,33.86,1
2013-08-01,185.416.666.666.667,240.458.333.333.333,504.583.333.333.333,986.870.833.333.333,3.369.375,269.083.333.333.333,35.3,20.5,0,7,2748,254.730.713.245.997,6.77,21.64,44.08,59.25,31.62,1
2013-08-02,165.625,234.333.333.333.333,560.625,98.730.625,307.895.833.333.333,260.583.333.333.333,34,18.9,0,17,7978,213.085.986.462.773,9.98,22.06,44.33,60,27.77,1.23
2013-08-03,175.416.666.666.667,210.333.333.333.333,751.666.666.666.667,988.941.666.666.667,145.479.166.666.667,239.979.166.666.667,28.1,20.5,0.2,9,5603,160.628.234.874.175,3.6,25.81,36.96,54.96,29,1
2013-08-04,203.958.333.333.333,222.875,575.625,989.633.333.333.333,312.729.166.666.667,259.479.166.666.667,32.6,19.2,0,8,4022,198.906.016.907.011,02.08,16.98,23.38,59.62,24,1
2013-08-05,164.375,235.5,533.125,986.785.416.666.667,291.416.666.666.667,2.633.125,34,19.7,0,18,6934,259.590.423.997.693,08.06,22.48,40.75,56.83,33.12,01.02
2013-08-06,2.0125,182.479.166.666.667,699.375,983.991.666.666.667,297.104.166.666.667,260.666.666.666.667,32.1,20.1,0,7,3404,205.640.423.031.727,7.26,23.1,42.55,49.48,33.75,1.16
2013-08-07,119.166.666.666.667,224.895.833.333.333,702.916.666.666.667,980.539.583.333.333,166.083.333.333.333,2.514.375,30.7,21.5,0,12,5417,221.524.829.241.277,7.47,23.75,42.62,43.62,36.95,1
2013-08-08,231.875,277.083.333.333.333,631.458.333.333.333,987.022.916.666.667,290.208.333.333.333,211.666.666.666.667,28.5,16.9,1.3,8,2431,329.082.682.023.859,5,18.52,33.92,69.29,17.25,1
2013-08-09,168.125,278.416.666.666.667,547.708.333.333.333,990.85,325.625,237.645.833.333.333,31.4,17.5,0,15,10225,146.699.266.503.667,7.85,21.56,41.58,55.67,22.21,01.02
2013-08-10,181.666.666.666.667,208.854.166.666.667,645.625,989.991.666.666.667,291.145.833.333.333,240.104.166.666.667,30.4,18.8,0,9,3982,226.017.076.845.806,4.46,15.79,28.54,68.62,21.5,1
2013-08-11,161.666.666.666.667,239.833.333.333.333,571.875,988.535.416.666.667,3.175.625,257.208.333.333.333,33.2,18.6,0,2,1068,187.265.917.602.996,3.67,12.46,23.54,64.25,21.17,1
2013-08-12,199.375,246.833.333.333.333,413.333.333.333.333,98.673.125,309.854.166.666.667,267.729.166.666.667,34.5,20.1,0,15,7323,204.834.084.391.643,8.1,20.62,41.67,59.46,29.58,01.02
2013-08-13,227.708.333.333.333,211.479.166.666.667,54.375,987.177.083.333.333,3.029.375,2.674.375,32.9,21.3,0,9,6037,14.908.066.920.656,7.94,24.69,45.79,69,29.04,1.21
2013-08-14,195.208.333.333.333,213.520.833.333.333,674.375,987.927.083.333.333,3.038.125,252.145.833.333.333,32,19.9,0,14,5116,273.651.290.070.367,5.92,17.65,33.71,70.92,26.21,1
2013-08-15,245.208.333.333.333,202.916.666.666.667,704.166.666.666.667,988.970.833.333.333,263.583.333.333.333,243.791.666.666.667,30.2,20.7,0,4,3353,119.296.152.699.075,2.5,10.12,17.92,79.96,22.17,1
2013-08-16,197.083.333.333.333,250.479.166.666.667,722.916.666.666.667,988.270.833.333.333,274,248.875,31.9,19.8,0.3,19,11719,162.129.874.562.676,6.12,13.04,30.25,65.21,24.43,1
2013-08-17,217.083.333.333.333,196.395.833.333.333,698.541.666.666.667,988.370.833.333.333,245.854.166.666.667,239.041.666.666.667,30.3,19.7,0,2,1894,105.596.620.908.131,2.92,15.6,25.54,81.75,19.71,1
2013-08-18,177.083.333.333.333,237.458.333.333.333,711.666.666.666.667,987.914.583.333.334,242.520.833.333.333,250.104.166.666.667,31.3,19.8,0,3,1833,16.366.612.111.293,2.96,11.71,19.88,70.92,21.58,1
2013-08-19,184.791.666.666.667,215,669.166.666.666.667,989.016.666.666.667,279.979.166.666.667,261.875,35.2,21.1,0,17,5547,306.471.966.828.917,7.83,17.42,38.33,57.88,30,1
2013-08-20,199.375,268.625,632.708.333.333.333,990.591.666.666.667,284.291.666.666.667,248.395.833.333.333,31.5,21.1,0,14,6635,211.002.260.738.508,2.33,8.3,15.14,61.9,22.64,1
2013-08-21,192.083.333.333.333,228.333.333.333.333,701.041.666.666.667,989.085.416.666.667,247.291.666.666.667,248.458.333.333.333,31.5,19.8,0,14,5305,263.901.979.264.844,6,16.75,32.62,60.62,32.04,1.13
2013-08-22,205.416.666.666.667,224.833.333.333.333,727.083.333.333.333,986.295.833.333.333,222.375,239.895.833.333.333,30.3,18.9,0,11,4155,2.647.412.755.716,5.19,11.12,21.46,79.67,23.96,1
2013-08-23,187.083.333.333.333,2.101.875,744.166.666.666.667,985.862.500.000.001,190.166.666.666.667,2.399.375,29.8,19.9,0,17,7399,229.760.778.483.579,5.93,16.89,30,72.17,28.58,1.11
2013-08-24,243.541.666.666.667,1.994.375,742.916.666.666.667,98.530.625,240,236.875,30.9,19.3,2.7,7,4742,147.617.039.223.956,2.58,16.25,23.71,65.92,27.25,1
2013-08-25,211.666.666.666.667,227.458.333.333.333,687.083.333.333.333,983.554.166.666.667,209.416.666.666.667,210.625,29,17.2,0.1,NA,NA,NA,01.06,8.38,10.46,64.58,19.95,1
2013-08-26,118.333.333.333.333,182.458.333.333.333,907.916.666.666.667,98.280.625,418.541.666.666.667,183.979.166.666.667,20.1,16.1,1.6,23,8980,256.124.721.603.563,2.52,23.81,31.92,38.46,22.17,1
2013-08-27,231.875,196.020.833.333.333,733.333.333.333.333,984.635.416.666.667,215.208.333.333.333,209.270.833.333.333,26.4,15.2,0,24,8294,289.365.806.607.186,6.62,15.71,30.17,54.33,22.92,1
2013-08-28,186.458.333.333.333,230.229.166.666.667,809.375,986.975,137.020.833.333.333,203.875,26.2,17.2,0.9,18,10290,174.927.113.702.624,3.85,17.69,27.25,60.25,20.71,1
2013-08-29,1.525,248.75,693.958.333.333.333,98.881.875,1.821.875,213.916.666.666.667,28.6,17.6,0.2,11,6752,162.914.691.943.128,7.48,20.35,36.88,62,25.95,1
2013-08-30,125.833.333.333.333,251.729.166.666.667,560.208.333.333.333,98.919.375,196.229.166.666.667,232.104.166.666.667,30,19.5,0,26,11060,235.081.374.321.881,8.48,36.73,58.67,45.83,32.38,01.02
2013-08-31,153.125,216.020.833.333.333,614.375,990.889.583.333.333,244.708.333.333.333,229.458.333.333.333,29.4,18,0,5,3730,134.048.257.372.654,4,22.56,33.88,75.25,27.88,1
2013-09-01,215.416.666.666.667,2.256.875,575.208.333.333.333,991.310.416.666.667,278.291.666.666.667,236.229.166.666.667,31.1,19.1,0,10,6511,153.586.238.673.015,1.42,17.52,19.79,98.96,30.42,1
2013-09-02,172.916.666.666.667,204.041.666.666.667,646.666.666.666.667,992.220.833.333.333,198.020.833.333.333,2.323.125,30.2,18,0,25,9053,276.151.551.971.722,07.06,32.96,54.71,62.92,38.64,1
2013-09-03,170.416.666.666.667,198.916.666.666.667,60.75,9.931.625,271.229.166.666.667,228.125,32.1,17,0,19,8218,231.199.805.305.427,9.75,35.48,60.25,52.71,39.17,1.15
2013-09-04,181.458.333.333.333,213.479.166.666.667,70,991.177.083.333.333,251.125,223.833.333.333.333,29.8,16.8,0,18,9462,190.234.622.701.332,8.54,25.95,52.05,32.69,32.71,01.06
2013-09-05,185.208.333.333.333,221.895.833.333.333,532.708.333.333.333,9.855.375,267.958.333.333.333,233.958.333.333.333,32.2,16.8,0,14,3237,432.499.227.679.951,9.24,27.2,49.38,NA,31.71,01.06
2013-09-06,152.916.666.666.667,225.479.166.666.667,717.083.333.333.333,98.336.875,247.166.666.666.667,231.979.166.666.667,30.5,18.1,0,19,9393,202.278.292.345.364,10.71,25.12,56.17,79.5,38.67,1
2013-09-07,159.791.666.666.667,235.229.166.666.667,896.875,98.634.375,827.083.333.333.333,2.004.375,26.2,17,13.3,7,3665,190.995.907.230.559,3.48,21.06,37.12,38.67,26.12,1
2013-09-08,125.833.333.333.333,210.645.833.333.333,885.208.333.333.333,989.647.916.666.667,139.75,196.854.166.666.667,25.3,16.4,3.9,NA,NA,NA,2.42,15.06,23.21,42.96,22.3,1
2013-09-09,228.333.333.333.333,2.301.875,817.083.333.333.333,992.689.583.333.333,182.270.833.333.333,195.833.333.333.333,24.3,16.2,0.1,29,12921,224.440.832.752.883,9.62,14.88,41.71,37.96,24.38,1
2013-09-10,190.833.333.333.333,193.645.833.333.333,760.833.333.333.333,989.004.166.666.667,235.729.166.666.667,2.138.125,28.2,16.6,0,15,7278,206.100.577.081.616,8.92,22.4,50.71,45.08,28.79,1
2013-09-11,129.375,225.729.166.666.667,893.125,98.975.625,879.791.666.666.667,1.648.125,19.6,13.9,8.8,4,1582,252.844.500.632.111,1.9,13.15,20.67,41.96,13.9,1
2013-09-12,150.416.666.666.667,2.308.125,718.541.666.666.667,990.470.833.333.333,200.770.833.333.333,179.583.333.333.333,25.1,14.2,0,12,6563,182.843.211.945.757,5.21,19.21,38.12,51.92,23.25,1
2013-09-13,176.875,222.229.166.666.667,74.625,99.226.875,2.236.875,1.950.625,27,13.8,0,33,13175,250.474.383.301.708,11.73,22.94,56.62,58.42,30.38,01.04
2013-09-14,220.208.333.333.333,2.506.875,797.708.333.333.333,988.358.333.333.334,238.208.333.333.333,210.479.166.666.667,27.7,15.8,0,3,2430,123.456.790.123.457,5.25,17.46,34.17,51.08,26.42,1
2013-09-15,162.083.333.333.333,189.458.333.333.333,90.125,98.566.875,520.833.333.333.333,191.041.666.666.667,20.8,17,0.1,10,4124,242.483.026.188.167,1.58,13.79,20,50,22.92,1
2013-09-16,1.7,279.125,670.208.333.333.333,982.385.416.666.667,2.576.875,204.645.833.333.333,28.4,14.8,0,29,12668,228.923.271.234.607,5.33,20.11,39.96,57.67,25.96,1.16
2013-09-17,232.291.666.666.667,229.708.333.333.333,744.791.666.666.667,983.45,1.813.125,191.020.833.333.333,25.7,16,0,22,6494,33.877.425.315.676,13.65,24.25,56.12,39.92,34.3,1
2013-09-18,135.208.333.333.333,277.583.333.333.333,655.208.333.333.333,98.319.375,256.416.666.666.667,208.916.666.666.667,28.5,15.5,0,30,11638,257.776.250.214.814,11.55,27.97,45.36,40.14,28.21,1.48
2013-09-19,141.458.333.333.333,250.395.833.333.333,696.458.333.333.333,983.683.333.333.333,216.395.833.333.333,207.583.333.333.333,27,16.6,0,44,15957,275.741.054.082.848,14.48,24.25,64.08,35.42,34.04,01.03
2013-09-20,155.208.333.333.333,238.645.833.333.333,59.375,98.815.625,2.429.375,2.116.875,28.4,15.7,0,29,10927,265.397.638.876.178,8.92,28.29,58.96,36.46,31.83,1.11
2013-09-21,1.4625,229.958.333.333.333,670.625,992.085.416.666.667,2.190.625,214.229.166.666.667,29.7,15.9,0,17,8408,202.188.392.007.612,7.15,24.31,41,48.42,28.96,1.4
2013-09-22,188.125,219.520.833.333.333,738.125,993.733.333.333.333,2.221.875,203.708.333.333.333,27.6,15.4,0,11,4391,250.512.411.751.309,3.21,18.48,27.71,51.17,28.54,01.06
2013-09-23,167.291.666.666.667,218.75,761.666.666.666.667,990.914.583.333.333,234.270.833.333.333,201.145.833.333.333,27.7,15.1,0,63,22611,278.625.447.790.898,15.21,24.29,56.96,47.17,34.42,1.11
2013-09-24,171.875,253.729.166.666.667,80.875,986.585.416.666.667,154.979.166.666.667,205.104.166.666.667,27.5,15.5,0,64,17639,362.832.360.111.117,13.08,24.67,50.33,43.62,35.29,01.06
2013-09-25,180.208.333.333.333,2.643.125,787.083.333.333.333,984.760.416.666.667,2.053.125,221.104.166.666.667,28.1,18.8,0,50,16771,298.133.683.143.522,21.54,29.73,73.21,40.12,38.08,1.19
2013-09-26,120.833.333.333.333,255.125,772.916.666.666.667,985.439.583.333.333,197,229.833.333.333.333,30.3,19.5,0,61,15809,385.856.157.884.749,18.1,25.85,67.04,42.62,38.38,1
2013-09-27,110.416.666.666.667,220.354.166.666.667,657.083.333.333.333,983.266.666.666.667,203.520.833.333.333,235.270.833.333.333,32.5,17.7,0,34,13139,258.771.596.011.873,16.52,31.73,65.62,35.04,35.33,1.13
2013-09-28,1.8125,228.083.333.333.333,770.833.333.333.333,977.658.333.333.333,103.916.666.666.667,219.395.833.333.333,25.8,18.8,0,12,8173,146.824.911.293.283,14.46,34.9,61.79,35.62,39.21,1.28
2013-09-29,259.166.666.666.667,298.479.166.666.667,530.625,97.599.375,220.479.166.666.667,224.166.666.666.667,27.2,17.9,0,4,2087,191.662.673.694.298,2.46,15.92,21.42,55.83,29.17,1.3
2013-09-30,1.9125,292.791.666.666.667,614.166.666.666.667,977.283.333.333.333,158.145.833.333.333,2.154.375,27.4,16.2,0,69,23106,29.862.373.409.504,15.12,29.48,65,28.46,35.62,1.56
2013-10-01,173.333.333.333.333,260.041.666.666.667,594.583.333.333.333,978.772.916.666.666,199.479.166.666.667,240.958.333.333.333,30,17.6,0,43,16212,265.235.627.929.928,13.42,29.8,57.29,33.2,41,02.05
2013-10-02,167.083.333.333.333,155.729.166.666.667,68.875,981.754.166.666.667,200.395.833.333.333,239.916.666.666.667,31.5,20,0,34,12033,282.556.303.498.712,19.1,34.92,79.71,34.29,44.67,3.26
2013-10-03,262.708.333.333.333,108.979.166.666.667,869.166.666.666.667,9.856.875,603.333.333.333.333,221.145.833.333.333,24.4,20,1.2,35,13639,25.661.705.403.622,2.64,18.11,25.62,42.38,32.42,1
2013-10-04,120.416.666.666.667,141.270.833.333.333,966.875,986.177.083.333.333,164.791.666.666.667,193.770.833.333.333,21.7,16.6,14,35,17229,203.145.858.726.566,4.48,26.65,39.71,37.92,27.04,1
2013-10-05,139.583.333.333.333,250.25,734.375,990.545.833.333.333,219.375,196.166.666.666.667,26.2,15.4,0,13,6848,189.836.448.598.131,6.73,21.06,34.88,33.54,20.58,1.19
2013-10-06,140.416.666.666.667,213.166.666.666.667,765.208.333.333.333,99.130.625,142.75,185.833.333.333.333,23.5,16.1,0,4,1930,207.253.886.010.363,03.04,19.69,24.88,35.29,16.58,1.17
2013-10-07,133.958.333.333.333,208.979.166.666.667,765.625,99.139.375,174.270.833.333.333,184.416.666.666.667,25.2,14.9,0.6,65,21552,301.596.139.569.414,2.9,16.1,22.83,43.54,12.21,1.26
2013-10-08,181.875,222.708.333.333.333,802.708.333.333.333,992.170.833.333.333,158.791.666.666.667,180.479.166.666.667,22.7,13.7,0,31,11711,264.708.393.817.778,15.5,25.27,60.04,30.96,27.08,2.34
2013-10-09,134.166.666.666.667,232.375,821.666.666.666.667,990.525,125.25,177.291.666.666.667,23.1,14.3,0,53,16578,319.700.808.300.157,15.12,23.08,52.38,34.25,24.12,1.47
2013-10-10,164.791.666.666.667,190.958.333.333.333,721.041.666.666.667,984.389.583.333.333,1.384.375,177.104.166.666.667,22.8,14.1,0,26,11436,227.352.221.056.313,13.12,31.83,55.92,34.04,28,1.47
2013-10-11,171.041.666.666.667,143.083.333.333.333,884.166.666.666.667,984.935.416.666.667,49.875,11.7,14,10.2,2.1,48,19860,241.691.842.900.302,4,28.08,38.17,34.67,13.5,01.04
2013-10-12,145.625,203.145.833.333.333,737.916.666.666.667,988.002.083.333.333,141.708.333.333.333,140.666.666.666.667,20.3,9,0,NA,NA,NA,5.71,24.54,33.88,32.21,20,2.26
2013-10-13,131.458.333.333.333,217.083.333.333.333,763.958.333.333.333,989.104.166.666.667,178.041.666.666.667,166.666.666.666.667,24.4,11.1,0,15,7906,189.729.319.504.174,05.08,24.85,29.67,38.21,22.92,5.66
2013-10-14,1.7,243.520.833.333.333,68.875,988.995.833.333.333,1.718.125,1.894.375,25.2,14.2,0,64,25200,253.968.253.968.254,18.76,33.76,75.82,21.71,34.42,3.49
2013-10-15,213.958.333.333.333,280.666.666.666.667,665.625,98.655.625,117.833.333.333.333,205.979.166.666.667,24.4,16.9,0,40,17363,230.374.935.207.049,26.46,39.85,100.67,24.92,44.92,5.4
2013-10-16,132.708.333.333.333,1.681.875,70.875,987.283.333.333.333,1.750.625,210.208.333.333.333,29.3,16.3,0,37,13670,270.665.691.294.806,19.71,37.5,80.17,17.33,29.04,2.21
2013-10-17,140.625,232.541.666.666.667,849.166.666.666.667,988.954.166.666.667,899.166.666.666.667,187.395.833.333.333,23.2,16,0,37,15610,237.027.546.444.587,23.67,32.65,85.29,18.25,35.71,2.55
2013-10-18,1.275,242.708.333.333.333,835.416.666.666.667,98.553.125,1.411.875,199.875,25.2,16.4,0,42,16061,261.503.019.737.252,16.04,26.4,62.21,27.42,34.38,1.49
2013-10-19,128.958.333.333.333,216.208.333.333.333,827.291.666.666.667,986.95,115.145.833.333.333,202.625,26.7,17.4,0,21,7276,288.620.120.945.574,8.69,19.83,40,25.71,29.38,1.28
2013-10-20,1.175,256.895.833.333.333,816.875,988.2,126.625,202.145.833.333.333,26.5,17,0,4,1358,294.550.810.014.728,3.69,14.06,22.71,33.79,29.17,1.32
2013-10-21,116.458.333.333.333,2.369.375,815.416.666.666.667,987.4,158.5,202.166.666.666.667,27.4,15.9,0,43,14856,289.445.341.949.381,11.31,21.67,49,31.75,40.17,1.47
2013-10-22,1.3,234.645.833.333.333,837.291.666.666.667,98.256.875,116.125,1.986.875,25.2,16.1,0.2,48,18398,260.897.923.687.357,17.61,26.54,65.86,24.71,46.27,1.28
2013-10-23,209.791.666.666.667,290.645.833.333.333,649.375,98.391.875,1.496.875,202.458.333.333.333,25.8,15.9,2.4,33,13401,246.250.279.829.863,14.31,23.98,54.5,29.21,29.83,1
2013-10-24,1.5,222.333.333.333.333,698.541.666.666.667,986.691.666.666.667,160.333.333.333.333,191.520.833.333.333,26.9,13.3,0,51,19895,256.345.815.531.541,20.35,33.19,71.96,27.08,37.17,1.8
2013-10-25,146.041.666.666.667,181.458.333.333.333,869.583.333.333.333,986.858.333.333.333,108.854.166.666.667,198.625,26.4,16.8,0,37,12306,300.666.341.621.973,9.31,34.77,55.62,19.71,33.88,1.21
2013-10-26,127.291.666.666.667,160.875,89.25,988.454.166.666.667,60.875,194.645.833.333.333,23.1,17.2,0,9,3004,299.600.532.623.169,6.85,23.62,39.29,25.46,38.04,1.45
2013-10-27,254.583.333.333.333,302.958.333.333.333,52.875,990.747.916.666.667,1.611.875,21.525,26.5,17.7,0,2,2028,986.193.293.885.602,4.48,20.88,27.29,34.75,28.38,1.34
2013-10-28,213.333.333.333.333,278.083.333.333.333,651.458.333.333.333,985.783.333.333.333,1.574.375,210.979.166.666.667,28,16.6,0,62,20657,300.140.388.246.115,21.44,48.46,93.88,16.67,53.96,2.91
2013-10-29,132.708.333.333.333,279.270.833.333.333,731.458.333.333.333,986.870.833.333.333,173.958.333.333.333,144.333.333.333.333,16.9,11.5,0.8,53,15426,34.357.578.114.871,28.42,32.63,87.62,9.1,35.38,1.38
2013-10-30,117.708.333.333.333,2.529.375,573.333.333.333.333,98.908.125,712.291.666.666.667,1.328.125,17.2,11.3,0,31,13339,232.401.229.477.472,29.19,41.98,101.54,12.88,36.42,1.83
2013-10-31,158.125,262.125,451.041.666.666.667,991.725,156.520.833.333.333,145.979.166.666.667,21.4,10.2,0,35,15220,229.960.578.186.597,24.1,45.73,94.67,18.46,38.04,2.8
2013-11-01,152.916.666.666.667,228.708.333.333.333,456.666.666.666.667,990.333.333.333.333,139.104.166.666.667,159.958.333.333.333,22.8,10.9,0,3,2035,147.420.147.420.147,9.9,35.54,58.33,24.62,37.38,3.96
2013-11-02,196.666.666.666.667,259.708.333.333.333,470.416.666.666.667,9.860.875,132.541.666.666.667,18.675,24.8,13.7,0,5,2733,182.949.140.139.041,7.29,31.9,50.54,29.62,32.57,7.26
2013-11-03,204.375,184.020.833.333.333,68.875,986.654.166.666.667,1.153.125,16.975,23.5,14.5,0,9,4857,185.299.567.634.342,4.94,24.12,35.04,32.83,31.12,3.53
2013-11-04,4.0125,307.083.333.333.333,654.791.666.666.667,97.759.375,66.375,150.375,17.6,12.4,0,56,21029,266.298.920.538.304,5.58,15.19,29.29,37.46,21.64,01.04
2013-11-05,406.875,3.171.875,618.958.333.333.333,97.765.625,116.208.333.333.333,181.041.666.666.667,22.6,12.8,0,28,13954,200.659.309.158.664,8.21,20.77,39.88,37.25,24.54,1
2013-11-06,281.458.333.333.333,271.25,641.041.666.666.667,98.599.375,1.449.375,197.458.333.333.333,27.6,14.9,0,30,13173,227.738.556.137.554,7.94,24.55,46.25,21.92,22.37,01.03
