date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2012-10-21,2.35,153.625,910.208.333.333.333,98.250.625,850.208.333.333.333,164.666.666.666.667,19.3,12.8,38.4,33.12,47,97.06,NA,NA,NA,3.43,1,965,103.626.943.005.181
2012-10-22,866.666.666.666.667,179.916.666.666.667,911.458.333.333.333,987.277.083.333.333,913.541.666.666.667,152.083.333.333.333,18.8,12.6,2.9,40.17,42.71,103.62,NA,NA,NA,2.58,27,16374,164.895.566.141.444
2012-10-23,1.225,229.625,82.25,988.572.916.666.667,131.145.833.333.333,168.020.833.333.333,22.4,12.6,0,48,50.83,123.96,NA,NA,NA,1.71,17,11807,143.982.383.331.922
2012-10-24,137.291.666.666.667,239.5,845.625,985.55,150.083.333.333.333,166.208.333.333.333,23.3,13,0,68.38,65,169.14,NA,NA,NA,02.08,8,5591,143.087.104.274.727
2012-10-25,0.6,166.708.333.333.333,960.416.666.666.667,980.9,33.875,159.520.833.333.333,17.5,14.1,25.4,27.79,41.79,83.79,NA,NA,NA,1.38,11,6120,179.738.562.091.503
2012-10-26,192.708.333.333.333,234.729.166.666.667,870.208.333.333.333,970.079.166.666.667,65.5,159.333.333.333.333,18.9,14.6,2.8,2.46,13.67,16.62,NA,NA,NA,1,23,10639,216.185.731.741.705
2012-10-27,267.916.666.666.667,3.234.375,620.416.666.666.667,968.420.833.333.333,88.875,1.438.125,19.2,8,0,2.38,11.42,14.04,NA,NA,NA,1.62,0,0,NA
2012-10-28,375.208.333.333.333,316.604.166.666.667,312.291.666.666.667,980.597.916.666.667,178.083.333.333.333,911.875,13,5.5,0,33.38,44.92,95.21,NA,NA,NA,3.58,1,324,308.641.975.308.642
2012-10-29,204.375,244.583.333.333.333,502.916.666.666.667,983.439.583.333.333,1.698.125,924.791.666.666.667,15.5,4.8,0,61.79,61.38,155.83,NA,NA,NA,4.54,26,15119,171.969.045.571.797
2012-10-30,645.833.333.333.333,196.791.666.666.667,84,976,488.125,9.2375,12.9,5.1,7.5,30.77,44.27,90.91,NA,NA,NA,2.68,17,7418,229.172.283.634.403
2012-10-31,237.291.666.666.667,2.384.375,77.5,965.614.583.333.333,119.979.166.666.667,118.979.166.666.667,16.7,9.5,48.6,45.5,44.67,113.92,NA,NA,NA,1.75,16,11802,135.570.242.331.808
2012-11-01,278.125,298.854.166.666.667,547.708.333.333.333,970.902.083.333.334,159.125,140.145.833.333.333,17.6,10.8,0,69.5,50.46,156.5,NA,NA,NA,1.79,3,1526,196.592.398.427.261
2012-11-02,260.625,282.041.666.666.667,58.875,981.197.916.666.667,1.551.875,155.854.166.666.667,19.3,12.5,0,34.25,47.5,99.71,NA,NA,NA,1.83,18,10674,168.634.064.080.944
2012-11-03,202.916.666.666.667,2.780.625,676.458.333.333.333,979.485.416.666.667,859.166.666.666.667,155.833.333.333.333,19.8,13.7,0,9.67,30.46,44.88,NA,NA,NA,2.83,1,752,132.978.723.404.255
2012-11-04,182.916.666.666.667,2.798.125,771.041.666.666.667,97.483.125,699.791.666.666.667,16.3,20.8,13.7,1.3,08.04,23.58,35.42,NA,NA,NA,2.29,9,3724,241.675.617.615.467
2012-11-05,257.708.333.333.333,318,56.125,9.827.625,1.429.375,129.520.833.333.333,15.4,9.7,0,60.08,51.67,142.88,NA,NA,NA,2.83,41,19925,205.771.643.663.739
2012-11-06,201.458.333.333.333,306.166.666.666.667,685.416.666.666.667,990.335.416.666.666,766.666.666.666.667,106.104.166.666.667,13.1,8.5,0,52.92,51.25,131.58,NA,NA,NA,2.88,12,5773,207.864.195.392.344
2012-11-07,1.3625,239.791.666.666.667,67.75,997.177.083.333.333,119.354.166.666.667,1.044.375,16.8,6.3,0,52.71,61.75,141.96,NA,NA,NA,3.54,22,10878,202.243.059.385.917
2012-11-08,128.333.333.333.333,268.270.833.333.333,73.5,992.460.416.666.667,139.625,124.041.666.666.667,18.6,8.1,0,68.62,57.08,161.67,NA,NA,NA,2.17,30,16029,187.160.771.102.377
2012-11-09,1.2,233.041.666.666.667,79.75,985.064.583.333.333,602.708.333.333.333,1.343.125,17.7,9.9,1.8,42.5,41.88,106.5,NA,NA,NA,01.08,10,6754,148.060.408.646.728
2012-11-10,170.416.666.666.667,302.041.666.666.667,771.875,977.877.083.333.333,884.583.333.333.333,1.433.125,18,11.9,0,30.58,38.83,85.04,NA,NA,NA,1.71,2,1573,127.145.581.691.036
2012-11-11,858.333.333.333.333,194.020.833.333.333,770.208.333.333.333,97.993.125,44.625,113.895.833.333.333,14,8.9,0,24.71,37.62,75.12,NA,NA,NA,2,4,4036,991.080.277.502.478
2012-11-12,166.458.333.333.333,285.166.666.666.667,622.708.333.333.333,990.241.666.666.667,137.708.333.333.333,11.65,15.8,8.7,0,46.92,53,124.46,NA,NA,NA,3.46,18,13405,134.278.254.382.693
2012-11-13,124.791.666.666.667,146.645.833.333.333,623.125,99.039.375,365.416.666.666.667,127.583.333.333.333,15.7,7.9,0,17.08,43.67,69.25,NA,NA,NA,3.5,12,5358,223.964.165.733.483
2012-11-14,0.85,556.875,820.208.333.333.333,989.827.083.333.333,280.625,151.958.333.333.333,16.9,13.3,0,74.88,58.75,173.04,NA,NA,NA,4.88,8,4044,19.782.393.669.634
2012-11-15,107.083.333.333.333,190.229.166.666.667,815.208.333.333.333,989.918.749.999.999,121.75,1.415.625,21.1,10.5,0,70.46,50.71,158.12,NA,NA,NA,4.12,18,9671,186.123.461.896.391
2012-11-16,100.625,2.481.875,86.375,987.4,996.666.666.666.667,133.520.833.333.333,18.2,9.9,0,34.88,49.38,102.38,NA,NA,NA,2.83,10,4631,215.936.082.919.456
2012-11-17,1.025,1.873.125,946.666.666.666.667,981.683.333.333.333,236.875,133.583.333.333.333,15.3,12.2,2.4,8.12,34.29,46.25,NA,NA,NA,2.62,2,1524,131.233.595.800.525
2012-11-18,716.666.666.666.667,99.625,864.166.666.666.667,980.095.833.333.333,673.541.666.666.667,133.875,17.7,10.9,0.3,32,37.36,86,NA,NA,NA,3.17,2,1272,157.232.704.402.516
2012-11-19,169.791.666.666.667,3.126.875,78.25,984.995.833.333.333,111.75,122.541.666.666.667,16,9.7,0,71.25,48.42,157.04,NA,NA,NA,5.12,27,15532,17.383.466.391.965
2012-11-20,180.208.333.333.333,260.458.333.333.333,738.958.333.333.333,986.452.083.333.333,126.5,128.666.666.666.667,19.3,9.3,0,82.46,49.88,175.79,NA,NA,NA,3.29,17,7465,227.729.403.884.796
2012-11-21,729.166.666.666.667,204.791.666.666.667,843.958.333.333.333,987.835.416.666.667,565.208.333.333.333,125.020.833.333.333,16.2,9.7,0,83.25,50.71,177.83,NA,NA,NA,03.04,15,9922,151.179.197.742.391
2012-11-22,118.333.333.333.333,272.229.166.666.667,723.958.333.333.333,991.760.416.666.667,800.833.333.333.333,126.291.666.666.667,17.1,9.5,0,84.17,54.54,182.62,NA,NA,NA,2.75,28,11642,240.508.503.693.523
2012-11-23,211.666.666.666.667,283.770.833.333.333,764.791.666.666.667,99.084.375,116.583.333.333.333,126.604.166.666.667,18,8.6,0,51.21,46.08,124.17,NA,NA,NA,2.17,21,6720,3.125
2012-11-24,165.416.666.666.667,247.354.166.666.667,83,989.441.666.666.666,989.791.666.666.667,136.291.666.666.667,17.9,11.3,0,36.79,40.54,96.33,NA,NA,NA,1.5,2,2272,880.281.690.140.845
2012-11-25,852.083.333.333.333,204.041.666.666.667,849.375,988.460.416.666.667,773.958.333.333.333,127.041.666.666.667,16.9,8.8,0,59.17,45.92,135.88,NA,NA,NA,2,0,0,NA
2012-11-26,116.666.666.666.667,219.5,82.5,981.454.166.666.667,475.208.333.333.333,132.416.666.666.667,18.1,10.1,0.2,22.64,43,77.27,NA,NA,NA,2.22,28,15970,175.328.741.390.106
2012-11-27,135.833.333.333.333,269.041.666.666.667,850.833.333.333.333,97.423.125,174.375,816.875,10.3,5.9,6.8,7.88,24.83,36.21,NA,NA,NA,2.54,27,14148,190.839.694.656.489
2012-11-28,3.4,319.395.833.333.333,644.375,96.626.875,318.958.333.333.333,813.541.666.666.667,10.6,6.1,0,25.29,35.17,73.54,NA,NA,NA,3.33,17,9146,185.873.605.947.955
2012-11-29,307.083.333.333.333,322.458.333.333.333,39,971.5,96.75,870.625,13.1,5.1,0,42.62,54.79,119.38,NA,NA,NA,4.5,24,10617,226.052.557.219.554
2012-11-30,164.375,251.208.333.333.333,516.666.666.666.667,973.277.083.333.333,121.208.333.333.333,608.125,12.7,2.3,0,26.67,43.29,83.71,NA,NA,NA,2.46,22,11183,196.727.175.176.607
2012-12-01,139.791.666.666.667,284.583.333.333.333,597.083.333.333.333,980.022.916.666.667,105.541.666.666.667,4.4125,8.8,0.9,0,8.24,25.1,37.33,NA,NA,NA,2.19,1,324,308.641.975.308.642
2012-12-02,224.166.666.666.667,293.958.333.333.333,498.541.666.666.667,987.979.166.666.667,118.583.333.333.333,661.458.333.333.333,11.9,1.7,0,65,53.5,152.38,NA,NA,NA,04.04,13,10321,12.595.678.713.303
2012-12-03,169.791.666.666.667,2.523.125,688.541.666.666.667,991.747.916.666.666,110.145.833.333.333,977.708.333.333.334,14.5,6.2,0,30.33,31.83,77.71,NA,NA,NA,2.67,26,11223,231.667.112.180.344
2012-12-04,387.291.666.666.667,304.708.333.333.333,55.5,9.843.875,958.125,105.354.166.666.667,14,8.1,0,5.67,17.75,25.75,NA,NA,NA,1.46,20,9113,219.466.695.928.893
2012-12-05,474.166.666.666.667,322,560.208.333.333.333,9.820.625,114.854.166.666.667,882.083.333.333.333,11.1,7.2,0,20.38,33.5,64.04,NA,NA,NA,2.42,17,8688,195.672.191.528.545
2012-12-06,229.375,267.333.333.333.333,651.666.666.666.667,987.070.833.333.333,112.145.833.333.333,742.708.333.333.333,13.6,3.7,0,44.08,43.62,110.75,NA,NA,NA,3.75,10,5662,176.616.036.736.136
2012-12-07,200.416.666.666.667,249.854.166.666.667,644.583.333.333.333,98.160.625,105.125,894.583.333.333.333,13.8,2.9,0,30.96,40.92,87.96,NA,NA,NA,3,15,8597,174.479.469.582.412
2012-12-08,250.416.666.666.667,304.145.833.333.333,521.458.333.333.333,986.133.333.333.333,113.229.166.666.667,930.833.333.333.333,13.3,5.8,0,41.92,51,114.58,NA,NA,NA,2.92,2,639,312.989.045.383.412
2012-12-09,142.916.666.666.667,277.770.833.333.333,578.958.333.333.333,993.041.666.666.667,112.291.666.666.667,6.775,13.6,3.7,0,74.17,62.43,175.61,NA,NA,NA,4.26,11,8071,13.629.042.250.031
2012-12-10,1.2125,241.291.666.666.667,729.375,988.577.083.333.333,104.354.166.666.667,576.458.333.333.333,12.1,1.7,0,80.96,65.42,188.92,NA,NA,NA,5.62,48,20557,233.497.105.608.795
2012-12-11,891.666.666.666.666,192.583.333.333.333,807.916.666.666.667,988.941.666.666.667,877.083.333.333.333,611.666.666.666.667,11.5,3.1,0,103.04,65.71,222.58,NA,NA,NA,5.46,23,11393,201.878.346.353.024
2012-12-12,497.916.666.666.667,2.328.125,846.875,987.533.333.333.333,441.666.666.666.667,597.083.333.333.333,8.8,2.8,0.3,76.64,57.18,173.82,NA,NA,NA,4.52,18,11827,152.194.132.070.686
2012-12-13,130.208.333.333.333,254.979.166.666.667,887.708.333.333.333,982.279.166.666.667,79,899.791.666.666.667,12.6,6.6,4.3,74.04,63.46,176.38,NA,NA,NA,3.96,25,13028,191.894.381.332.515
2012-12-14,269.166.666.666.667,284.666.666.666.667,71.875,979.704.166.666.667,44.125,118.145.833.333.333,14.6,8.8,0.2,37.96,42.71,100.17,NA,NA,NA,2.29,31,15449,200.660.236.908.538
2012-12-15,347.708.333.333.333,299.416.666.666.667,589.375,983.447.916.666.667,806.041.666.666.667,1.504.375,17.4,13,0,13.75,29.25,50,NA,NA,NA,2.25,5,3508,142.531.356.898.518
2012-12-16,254.791.666.666.667,306.041.666.666.667,566.875,987.145.833.333.333,103.270.833.333.333,141.270.833.333.333,16.9,12.3,0,22.75,33.83,68.25,NA,NA,NA,1.96,9,6212,144.880.875.724.404
2012-12-17,268.297.872.340.426,296.021.276.595.745,609.375,987.033.333.333.333,962.708.333.333.333,121.145.833.333.333,15.1,9.8,0,53.75,52.5,134.54,NA,NA,NA,3.29,28,13591,206.018.688.838.202
2012-12-18,143.333.333.333.333,272.895.833.333.333,68.25,990.108.333.333.333,988.125,9.075,13.7,5.1,0,72.54,52.04,162.62,NA,NA,NA,2.75,24,12978,184.928.340.268.146
2012-12-19,54.375,210.583.333.333.333,826.875,99.010.625,37.5,943.333.333.333.333,12.6,7.2,0,97.92,54.67,204.08,NA,NA,NA,03.04,20,10458,191.241.155.096.577
2012-12-20,2.125,275.854.166.666.667,73.625,985.408.333.333.333,594.166.666.666.667,11.6375,15.8,7.7,0,88.33,59.17,178.57,NA,NA,NA,3.25,20,12604,158.679.784.195.493
2012-12-21,2.825,282.25,606.666.666.666.667,985.183.333.333.333,82.25,1.229.375,15.4,8.4,0,53.04,48.29,128.96,NA,NA,NA,1.79,23,12066,190.618.266.202.553
2012-12-22,1.375,226.25,775.625,9.923.625,729.166.666.666.667,10.675,15.7,7.1,0,27.67,34,75.92,NA,NA,NA,2,3,3030,99.009.900.990.099
2012-12-23,136.458.333.333.333,260.458.333.333.333,724.375,990.758.333.333.333,104.166.666.666.667,130.895.833.333.333,20.4,8.3,0,37.17,41.71,98.46,NA,NA,NA,02.08,1,122,819.672.131.147.541
2012-12-24,825,191.416.666.666.667,837.916.666.666.667,98.669.375,100.666.666.666.667,104.979.166.666.667,16.8,7.1,0,28.58,38.92,82.42,NA,NA,NA,1.25,17,10324,164.664.858.581.945
2012-12-25,80.625,1.579.375,887.708.333.333.333,983.247.916.666.667,695.416.666.666.667,991.875,14.3,6,0,36.62,37.83,93.46,NA,NA,NA,2,2,940,212.765.957.446.809
2012-12-26,169.791.666.666.667,302.833.333.333.333,706.041.666.666.667,991.175,961.875,106.083.333.333.333,15.1,7.2,0,73.96,51.88,164.33,NA,NA,NA,05.08,1,1034,967.117.988.394.584
2012-12-27,171.041.666.666.667,256,618.125,995.939.583.333.333,104.895.833.333.333,977.916.666.666.667,13.7,5.3,0,47.82,41.55,114.5,NA,NA,NA,4.18,16,8364,191.296.030.607.365
2012-12-28,131.875,206.395.833.333.333,75.875,99.905.625,755.208.333.333.333,100.479.166.666.667,14.8,6.7,0,52.88,51.75,132.46,NA,NA,NA,3.29,31,13781,224.947.391.335.897
2012-12-29,201.875,274.645.833.333.333,696.041.666.666.667,992.427.083.333.333,1.080.625,10.9625,15.1,7.1,0,20.54,39.12,70.58,NA,NA,NA,2.5,0,0,NA
2012-12-30,160.208.333.333.333,301,619.166.666.666.667,99.696.875,103.166.666.666.667,892.916.666.666.667,13.2,5.2,0,27.62,45.04,87,NA,NA,NA,1.96,0,0,NA
2012-12-31,158.541.666.666.667,239.958.333.333.333,732.708.333.333.333,993.160.416.666.666,104.270.833.333.333,8.275,13.7,3.7,0,24.83,38.75,76.17,NA,NA,NA,1.79,24,14013,171.269.535.431.385
2013-01-01,132.916.666.666.667,273.375,728.958.333.333.333,98.645.625,436.041.666.666.667,758.958.333.333.333,11.1,5.6,0,57.67,47.38,134.96,NA,NA,NA,2.42,8,6756,118.413.262.285.376
2013-01-02,147.916.666.666.667,236.291.666.666.667,746.666.666.666.667,9.921.625,105.833.333.333.333,769.791.666.666.667,14.9,4.2,0,40.38,53.12,114.58,NA,NA,NA,2.88,32,16195,197.591.849.336.215
2013-01-03,146.458.333.333.333,2.554.375,564.583.333.333.333,10.039.125,96.25,816.458.333.333.333,15.7,3.5,0,18.75,47.96,76.08,NA,NA,NA,1.5,21,11860,177.065.767.284.992
2013-01-04,162.083.333.333.333,2.528.125,44.5,100.313.541.666.667,103.041.666.666.667,111.854.166.666.667,16.1,7.2,0,9.25,34.79,48.46,NA,NA,NA,1.46,39,18486,210.970.464.135.021
2013-01-05,1.7375,278.833.333.333.333,424.166.666.666.667,996.783.333.333.333,113.666.666.666.667,1.384.375,19.6,9.9,0,27.88,43.58,85.79,NA,NA,NA,2.62,4,3491,114.580.349.470.066
2013-01-06,149.583.333.333.333,233.833.333.333.333,478.541.666.666.667,9.949.375,111.395.833.333.333,133.020.833.333.333,19.4,7.9,0,68.62,61.58,151.39,NA,NA,NA,4,1,623,160.513.643.659.711
2013-01-07,182.083.333.333.333,276.291.666.666.667,456.666.666.666.667,992.810.416.666.667,105.166.666.666.667,137.791.666.666.667,20.4,7.8,0,87.04,66.08,198.92,NA,NA,NA,4.46,31,20485,151.330.241.640.225
2013-01-08,114.375,232.333.333.333.333,581.875,994.408.333.333.333,112.479.166.666.667,1.144.375,18.9,7.2,0,25.08,44.46,82.17,NA,NA,NA,2.67,23,14371,160.044.534.131.237
2013-01-09,176.458.333.333.333,2.476.875,625.625,990.929.166.666.667,108.604.166.666.667,850.833.333.333.333,15.2,2.7,0,79.83,57.88,179.58,NA,NA,NA,5.79,26,15651,16.612.357.037.889
2013-01-10,141.875,233.208.333.333.333,752.083.333.333.333,988.304.166.666.667,713.541.666.666.667,7.95,12.3,3,0,70.17,60.33,167.38,NA,NA,NA,2.33,20,14693,136.119.240.454.638
2013-01-11,137.291.666.666.667,2.523.125,606.666.666.666.667,989.504.166.666.667,118.791.666.666.667,890.625,14.9,4.5,0,42.96,53.38,118.67,NA,NA,NA,2.83,23,13091,175.693.224.352.609
2013-01-12,1.4125,229.291.666.666.667,688.333.333.333.333,98.564.375,970.416.666.666.667,833.541.666.666.667,13.6,3.8,0,21.88,34.12,67.08,NA,NA,NA,1.71,18,13505,133.283.968.900.407
2013-01-13,1.9125,311.5,777.291.666.666.667,979.214.583.333.333,317.291.666.666.667,655.208.333.333.333,8.4,5.2,2.6,36.67,42,97.62,NA,NA,NA,2.62,0,0,NA
2013-01-14,289.583.333.333.333,325.75,614.791.666.666.667,983.064.583.333.333,769.375,659.166.666.666.667,10.8,2.2,0,16.36,33.91,58.36,NA,NA,NA,1.18,37,20662,179.072.693.834.092
2013-01-15,337.083.333.333.333,299.645.833.333.333,66.25,980.810.416.666.666,965.625,686.666.666.666.667,10.9,3,0,41.67,44.08,107.5,NA,NA,NA,3.79,34,20227,168.092.154.051.515
2013-01-16,304.791.666.666.667,282.291.666.666.667,668.125,975.164.583.333.333,463.333.333.333.333,909.791.666.666.666,11.7,5.5,0,35.5,53.79,107.92,NA,NA,NA,03.04,25,16546,15.109.391.998.066
2013-01-17,186.458.333.333.333,228.666.666.666.667,586.666.666.666.667,976.954.166.666.667,1.199.375,898.125,14.8,6,0,60.5,66.08,158.04,NA,NA,NA,5.17,26,14753,176.235.341.964.346
2013-01-18,113.958.333.333.333,2.103.125,757.083.333.333.333,973.277.083.333.333,51.875,846.041.666.666.667,12,5.4,0.1,37.46,47.17,104.21,NA,NA,NA,1.75,19,9947,191.012.365.537.348
2013-01-19,276.666.666.666.667,245.75,837.083.333.333.333,957.260.416.666.667,299.166.666.666.667,113.208.333.333.333,14.1,6.3,12.4,4.79,20.33,26.96,NA,NA,NA,1.5,3,3314,905.250.452.625.226
2013-01-20,331.666.666.666.667,3.006.875,679.791.666.666.667,963.720.833.333.333,89.5,827.708.333.333.333,11.2,6.4,0.3,57.62,44.5,108.52,NA,NA,NA,2.83,4,2328,171.821.305.841.924
2013-01-21,2.6,303.125,60,973.110.416.666.667,100.458.333.333.333,7.8,11.6,4.2,0,56.61,53.55,99.2,NA,NA,NA,2.78,41,19044,215.290.905.272.002
2013-01-22,209.791.666.666.667,2.811.875,557.916.666.666.667,975.416.666.666.667,99,671.666.666.666.667,10,3.1,3.6,7.88,21.21,32.96,NA,NA,NA,4,27,14770,18.280.297.901.151
2013-01-23,390.625,314.104.166.666.667,658.125,973.402.083.333.333,113.666.666.666.667,5.95,9.6,3.3,3.2,29.62,46.62,91.54,NA,NA,NA,3.46,37,18580,199.138.858.988.159
2013-01-24,182.083.333.333.333,2.860.625,669.375,974.552.083.333.333,916.875,655.416.666.666.667,11.4,4.5,0,22.71,44.88,79.21,NA,NA,NA,2.25,29,15834,183.150.183.150.183
2013-01-25,386.041.666.666.667,323.5,38.375,980.527.083.333.333,143.854.166.666.667,7.875,12.4,5.1,0,22.5,50.42,84.46,NA,NA,NA,1.79,25,13191,189.523.159.730.119
2013-01-26,165.833.333.333.333,224.25,749.375,9.819.125,119.666.666.666.667,764.583.333.333.333,14.2,4.7,0.9,33.83,49,100.21,NA,NA,NA,02.04,3,1730,173.410.404.624.277
2013-01-27,144.166.666.666.667,260.708.333.333.333,663.333.333.333.333,983.85,71.25,909.375,13.5,3.8,2.6,29.54,38.42,83.17,NA,NA,NA,1.29,1,718,139.275.766.016.713
2013-01-28,288.541.666.666.667,280.458.333.333.333,663.541.666.666.667,988.652.083.333.333,142.375,995.208.333.333.333,13.9,7,1.9,58.58,55.75,127.57,NA,NA,NA,2.88,61,28281,215.692.514.408.967
2013-01-29,147.291.666.666.667,293.270.833.333.333,608.958.333.333.333,9.960.375,125.458.333.333.333,9.8625,15.3,5.5,0,53.67,55.75,137.67,NA,NA,NA,2.96,43,21954,195.864.079.438.827
2013-01-30,157.291.666.666.667,266.229.166.666.667,617.083.333.333.333,994.816.666.666.667,111.125,12.75,18.5,8.3,0,70,56.17,162.96,NA,NA,NA,4.5,56,28564,196.050.973.253.046
2013-01-31,134.166.666.666.667,275.083.333.333.333,681.041.666.666.667,997.320.833.333.334,137.604.166.666.667,138.916.666.666.667,20.5,10.4,0,46.46,44.75,115.54,NA,NA,NA,3.46,42,22708,184.956.843.403.206
2013-02-01,259.166.666.666.667,299.708.333.333.333,571.875,985.672.916.666.667,140.583.333.333.333,1.470.625,19.1,11.4,0,1.96,11.38,13.92,NA,NA,NA,2.42,39,21382,182.396.408.193.808
2013-02-02,530.416.666.666.667,319.354.166.666.667,513.541.666.666.667,974.977.083.333.333,121.5,996.666.666.666.667,14.8,6.1,0,1.79,11.33,13.25,NA,NA,NA,1.54,16,11455,139.676.996.944.566
2013-02-03,3.9,308.708.333.333.333,284.166.666.666.667,988.302.083.333.333,160.520.833.333.333,761.875,11,2.8,0,36,51.12,105.62,NA,NA,NA,3.79,2,876,228.310.502.283.105
2013-02-04,149.166.666.666.667,279.041.666.666.667,560.208.333.333.333,9.945.625,143.583.333.333.333,887.708.333.333.333,15.7,4.5,0,31.18,41.77,89.05,NA,NA,NA,2.27,54,29240,184.678.522.571.819
2013-02-05,251.666.666.666.667,312.604.166.666.667,60.125,988.085.416.666.667,141.625,114.979.166.666.667,16.8,7.4,0,6.58,17.25,26.83,NA,NA,NA,1.25,26,15500,167.741.935.483.871
2013-02-06,4.85,316.604.166.666.667,562.083.333.333.333,978.614.583.333.333,156.354.166.666.667,748.333.333.333.333,10.9,4.5,0,19.5,40.67,70.08,NA,NA,NA,3,42,22866,183.678.824.455.523
2013-02-07,293.541.666.666.667,288.875,398.333.333.333.333,984.064.583.333.333,164.875,618.958.333.333.333,10,3.3,0,26.62,55.88,96.17,NA,NA,NA,3.17,37,20657,179.116.038.146.875
2013-02-08,100.416.666.666.667,194.208.333.333.333,62.375,983.483.333.333.334,87,528.125,8,2,0,28.04,53.79,96.5,NA,NA,NA,2.92,32,20122,15.902.991.750.323
2013-02-09,212.708.333.333.333,290.583.333.333.333,480.416.666.666.667,98.749.375,165.270.833.333.333,623.541.666.666.667,12.4,1.9,0,12.83,47.21,66.42,NA,NA,NA,2.12,3,2228,134.649.910.233.393
2013-02-10,175.416.666.666.667,256.833.333.333.333,635.416.666.666.667,98.101.875,131.354.166.666.667,7.6625,14.1,1.3,0,3.79,17.79,22.96,NA,NA,NA,1.92,2,1230,16.260.162.601.626
2013-02-11,470.833.333.333.333,314.395.833.333.333,526.458.333.333.333,971.95,81.5,736.666.666.666.667,9.8,5,0,10.46,25.5,40.92,NA,NA,NA,2.25,43,25000,1.72
2013-02-12,396.041.666.666.667,3.051.875,528.541.666.666.667,977.297.916.666.667,166.208.333.333.333,798.541.666.666.667,12.5,3.9,0,47.46,64.33,136.58,NA,NA,NA,3.5,29,12956,223.834.516.826.181
2013-02-13,174.791.666.666.667,276.895.833.333.333,613.541.666.666.667,985.485.416.666.667,172.958.333.333.333,811.041.666.666.667,15.2,4.1,0,59.5,71.04,161.67,NA,NA,NA,3.62,33,22480,146.797.153.024.911
2013-02-14,177.291.666.666.667,230.854.166.666.667,731.458.333.333.333,98.995.625,154.729.166.666.667,928.958.333.333.333,15.7,4.3,0,35.42,48.33,102.04,NA,NA,NA,3.21,22,14078,156.272.197.755.363
2013-02-15,178.125,176.354.166.666.667,732.291.666.666.667,989.229.166.666.667,1.323.125,986.458.333.333.334,15.2,6.1,0,14.67,44.46,66.5,NA,NA,NA,2.46,29,15103,192.014.831.490.432
2013-02-16,166.041.666.666.667,231.395.833.333.333,82.5,989.266.666.666.667,811.458.333.333.333,103.041.666.666.667,12.9,9.1,0.1,11.96,53.21,71,NA,NA,NA,3.21,3,1886,159.066.808.059.385
2013-02-17,933.333.333.333.333,155.958.333.333.333,898.125,984.683.333.333.333,614.583.333.333.333,955.416.666.666.667,12.4,8.2,0.6,41.58,58.33,121.71,NA,NA,NA,3.46,1,333,3.003.003.003.003
2013-02-18,112.708.333.333.333,164.583.333.333.333,879.375,983.3,36.5,948.333.333.333.333,11.4,8.2,0.1,22.42,61.12,94.79,NA,NA,NA,3,42,23587,178.064.187.900.114
2013-02-19,127.916.666.666.667,171.854.166.666.667,804.166.666.666.667,985.110.416.666.667,863.333.333.333.333,860.625,12.9,4.9,0,61.96,71.12,165.71,NA,NA,NA,1.62,37,19222,192.487.774.425.138
